fname,lname,sex,email,address,city,state,zip code,how did you hear about us?,preferred user
Arthur,Kendall,m ,Arthur.S.Kendall@pookmail.com,1047 S 157TH PL,SEATAC,WA  ,98148,http://bigfishgames.com,TRUE
Michael,Thomas,m ,Michael.M.Thomas@pookmail.com,1020 SW 126TH ST APT 111,SEATTLE,WA  ,98146,http://newsmax.com,TRUE
Mary,Simpson,f ,Mary.L.Simpson@trashymail.com,1038 SW 122ND ST APT C301,SEATTLE,WA  ,98146,http://reference.com,TRUE
Frank,Romero,m ,Frank.S.Romero@spambob.com,10644 MAPLEWOOD PL SW,SEATTLE,WA  ,98146,http://t-mobile.com,TRUE
Esther,Hines,f ,Esther.C.Hines@dodgit.com,10610 1ST AVE SW,SEATTLE,WA  ,98146,http://yardbarker.com,FALSE
Milton,Otis,m ,Milton.M.Otis@spambob.com,10770 11TH AVE SW,SEATTLE,WA  ,98146,http://flickr.com,FALSE
Josephine,Matherly,f ,Josephine.B.Matherly@mailinator.com,10843 25TH AVE SW,SEATTLE,WA  ,98146,http://loc.gov,TRUE
Sue,Kelley,f ,Sue.C.Kelley@dodgit.com,1029 N 109TH ST,SEATTLE,WA  ,98133,http://mapquest.com,TRUE
Stephen,Snider,m ,Stephen.P.Snider@spambob.com,10539 ASHWORTH AVE N,SEATTLE,WA  ,98133,http://amazon.com,TRUE
Albert,Richard,m ,Albert.C.Richard@dodgit.com,10794 EVANSTON AVE N,SEATTLE,WA  ,98133,http://pizzahut.com,FALSE
Delia,Wortman,f ,Delia.J.Wortman@mailinator.com,11782 MERIDIAN AVE N,SEATTLE,WA  ,98133,http://lowes.com,FALSE
Jennifer,Andrews,f ,Jennifer.D.Andrews@mailinator.com,10063 ASHWORTH AVE N,SEATTLE,WA  ,98133,http://nytimes.com,TRUE
Sandra,Ortiz,f ,Sandra.R.Ortiz@spambob.com,10125 EVANSTON AVE N,SEATTLE,WA  ,98133,http://smh.com.au,TRUE
Chris,Llewellyn,m ,Chris.V.Llewellyn@pookmail.com,10158 DAYTON AVE N,SEATTLE,WA  ,98133,http://slideshare.net,TRUE
Brandon,King,m ,Brandon.F.King@mailinator.com,10017 LAKE SHORE BLVD NE,SEATTLE,WA  ,98125,http://searchnu.com,FALSE
Minnie,Verret,f ,Minnie.M.Verret@dodgit.com,10022 LAKE SHORE BLVD NE,SEATTLE,WA  ,98125,http://google.co.uk,TRUE
Phillip,Turner,m ,Phillip.M.Turner@spambob.com,10390 RAVENNA AVE NE,SEATTLE,WA  ,98125,http://nba.com,FALSE
John,Tipler,m ,John.N.Tipler@spambob.com,10501 8TH AVE NE APT 429,SEATTLE,WA  ,98125,http://vevo.com,FALSE
Donald,Miller,m ,Donald.K.Miller@dodgit.com,10503 VICTORY LN NE,SEATTLE,WA  ,98125,http://speedtest.net,FALSE
Amanda,Cleghorn,f ,Amanda.J.Cleghorn@mailinator.com,10554 DURLAND AVE NE,SEATTLE,WA  ,98125,http://webmd.com,FALSE
Judi,Jones,f ,Judi.F.Jones@mailinator.com,10573 RAVENNA AVE NE,SEATTLE,WA  ,98125,http://nfl.com,TRUE
Brad,Lawrence,m ,Brad.T.Lawrence@pookmail.com,10581 5TH AVE NE,SEATTLE,WA  ,98125,http://fixya.com,FALSE
Edwin,Johnson,m ,Edwin.V.Johnson@spambob.com,10764 41ST PL NE,SEATTLE,WA  ,98125,http://babylon.com,TRUE
Denise,Brown,f ,Denise.D.Brown@pookmail.com,10705 VICTORY LN NE,SEATTLE,WA  ,98125,http://inbox.com,TRUE
Paul,Lafleur,m ,Paul.P.Lafleur@dodgit.com,10724 DURLAND AVE NE,SEATTLE,WA  ,98125,http://zappos.com,FALSE
William,Prunty,m ,William.E.Prunty@spambob.com,1021 E YESLER WAY,SEATTLE,WA  ,98122,http://directv.com,TRUE
Timothy,Tello,m ,Timothy.P.Tello@pookmail.com,1048 E UNION ST,SEATTLE,WA  ,98122,http://evite.com,FALSE
Ruth,Mccray,f ,Ruth.J.Mccray@dodgit.com,1007 E TERRACE ST,SEATTLE,WA  ,98122,http://tmz.com,TRUE
Joseph,Lee,m ,Joseph.F.Lee@dodgit.com,1049 W BERTONA ST,SEATTLE,WA  ,98119,http://info.com,TRUE
Ronnie,Metcalf,m ,Ronnie.C.Metcalf@spambob.com,1097 W FULTON ST,SEATTLE,WA  ,98119,http://zbiddy.com,TRUE
Eric,Thom,m ,Eric.M.Thom@mailinator.com,1092 NE 91ST ST,SEATTLE,WA  ,98115,http://lego.com,TRUE
Michele,Michalski,f ,Michele.T.Michalski@dodgit.com,1031 S SULLIVAN ST,SEATTLE,WA  ,98108,http://adobe.com,FALSE
Cecil,Risinger,m ,Cecil.R.Risinger@mailinator.com,1078 S DONOVAN ST,SEATTLE,WA  ,98108,http://papajohns.com,FALSE
Louise,Yee,f ,Louise.J.Yee@dodgit.com,1087 S CLOVERDALE ST,SEATTLE,WA  ,98108,http://capitalone.com,FALSE
Thomas,Myers,m ,Thomas.R.Myers@pookmail.com,1007 S EDDY ST,SEATTLE,WA  ,98108,http://foodnetwork.com,FALSE
Rachel,Shelley,f ,Rachel.J.Shelley@mailinator.com,111 NE 45TH ST,SEATTLE,WA  ,98105,http://orbitz.com,TRUE
Maureen,Gebhard,f ,Maureen.M.Gebhard@spambob.com,1036 S WELLER ST,SEATTLE,WA  ,98104,http://orbitz.com,TRUE
Kelly,Campos,f ,Kelly.M.Campos@spambob.com,105 S MAIN ST STE 206,SEATTLE,WA  ,98104,http://medicinenet.com,FALSE
Joseph,Meeks,m ,Joseph.L.Meeks@dodgit.com,100 1ST AVE S APT 15,SEATTLE,WA  ,98104,http://metrolyrics.com,FALSE
Richard,Olivo,m ,Richard.K.Olivo@mailinator.com,1007 SPRING ST,SEATTLE,WA  ,98104,http://whitepages.com,TRUE
Aretha,Edwards,f ,Aretha.P.Edwards@dodgit.com,105 N ARGYLE PL,SEATTLE,WA  ,98103,http://reverso.net,TRUE
Stacey,Jordan,f ,Stacey.J.Jordan@mailinator.com,1069 N NORTHLAKE WAY,SEATTLE,WA  ,98103,http://rt.com,TRUE
Rodney,Lloyd,m ,Rodney.R.Lloyd@mailinator.com,1179 N 41ST ST,SEATTLE,WA  ,98103,http://cbslocal.com,TRUE
Lynn,Hoagland,f ,Lynn.B.Hoagland@pookmail.com,1017 E HARRISON ST APT 107,SEATTLE,WA  ,98102,http://hotels.com,TRUE
Jordan,Erwin,m ,Jordan.R.Erwin@mailinator.com,1021 E MERCER ST,SEATTLE,WA  ,98102,http://weightwatchers.com,FALSE
Orlando,Wallace,m ,Orlando.L.Wallace@spambob.com,1081 E GALER ST,SEATTLE,WA  ,98102,http://mashable.com,FALSE
Bernice,Fitzpatrick,f ,Bernice.L.Fitzpatrick@spambob.com,1000 E MERCER ST,SEATTLE,WA  ,98102,http://ikea.com,FALSE
Francisco,Wilson,m ,Francisco.M.Wilson@spambob.com,104 PINE ST APT AR-101,SEATTLE,WA  ,98101,http://pof.com,TRUE
Thomas,Letchworth,m ,Thomas.M.Letchworth@spambob.com,107 PINE ST STE 500,SEATTLE,WA  ,98101,http://evite.com,FALSE
Crystal,Cadet,f ,Crystal.J.Cadet@trashymail.com,100 E LAKE SAMMAMISH SHORE LN NE,SAMMAMISH,WA  ,98074,http://hotels.com,TRUE
Travis,Pickering,m ,Travis.V.Pickering@mailinator.com,10207 420TH AVE SE,NORTH BEND,WA  ,98045,http://panoramio.com,FALSE
Rich,Loya,m ,Rich.M.Loya@dodgit.com,1079 BALLARAT AVE NE,NORTH BEND,WA  ,98045,http://askmefast.com,TRUE
Bernetta,Bingham,f ,Bernetta.J.Bingham@dodgit.com,10218 NE 116TH ST,KIRKLAND,WA  ,98034,http://toshiba.com,TRUE
Angela,Thomas,f ,Angela.E.Thomas@pookmail.com,10237 NE 138TH PL,KIRKLAND,WA  ,98034,http://lg.com,FALSE
Mary,Haack,f ,Mary.R.Haack@trashymail.com,10440 NE 124TH ST,KIRKLAND,WA  ,98034,http://aarp.org,FALSE
Nell,Beck,f ,Nell.J.Beck@pookmail.com,10782 NE 132ND ST,KIRKLAND,WA  ,98034,http://kat.ph,TRUE
Sandra,Johnson,f ,Sandra.R.Johnson@pookmail.com,10994 NE 118TH ST,KIRKLAND,WA  ,98034,http://wordpress.com,TRUE
Allie,Joiner,f ,Allie.C.Joiner@trashymail.com,10091 NE 139TH ST,KIRKLAND,WA  ,98034,http://netflix.com,TRUE
Antonia,Rosemond,m ,Antonia.B.Rosemond@trashymail.com,10054 132ND AVE NE,KIRKLAND,WA  ,98033,http://bbb.org,TRUE
Tony,Williamson,m ,Tony.C.Williamson@pookmail.com,10087 126TH AVE NE,KIRKLAND,WA  ,98033,http://tumblr.com,FALSE
Joel,Sims,m ,Joel.P.Sims@mailinator.com,10091 125TH AVE NE,KIRKLAND,WA  ,98033,http://reference.com,TRUE
Pamela,Synder,f ,Pamela.E.Synder@trashymail.com,1069 KIRKLAND AVE,KIRKLAND,WA  ,98033,http://everydayhealth.com,TRUE
Gary,Thompson,m ,Gary.G.Thompson@trashymail.com,10553 124TH AVE NE,KIRKLAND,WA  ,98033,http://bestbuy.com,FALSE
Maureen,Brewer,f ,Maureen.E.Brewer@pookmail.com,10498 NE 58TH ST,KIRKLAND,WA  ,98033,http://pizzahut.com,FALSE
Edward,Turner,m ,Edward.B.Turner@pookmail.com,10706 NE 108TH ST,KIRKLAND,WA  ,98033,http://etsy.com,TRUE
Syble,Campbell,f ,Syble.F.Campbell@trashymail.com,10785 123RD AVE NE,KIRKLAND,WA  ,98033,http://kotaku.com,FALSE
Eugene,Mcmaster,m ,Eugene.G.Mcmaster@mailinator.com,10910 108TH AVE NE,KIRKLAND,WA  ,98033,http://ibm.com,TRUE
Angela,Kittrell,f ,Angela.K.Kittrell@spambob.com,11761 NE 75TH PL,KIRKLAND,WA  ,98033,http://careerbuilder.com,TRUE
Dorothy,Ryan,f ,Dorothy.H.Ryan@trashymail.com,10205 SE 239TH ST APT 13,KENT,WA  ,98031,http://everydayhealth.com,TRUE
Edward,Moore,m ,Edward.M.Moore@spambob.com,10824 SE 200TH ST,KENT,WA  ,98031,http://searchqu.com,FALSE
Peter,Lawrence,m ,Peter.L.Lawrence@pookmail.com,11394 NW 269TH ST,COVINGTON,WA  ,98031,http://skype.com,TRUE
Dana,Garcia,f ,Dana.E.Garcia@trashymail.com,10136 NW 207TH ST,KENT,WA  ,98031,http://videolan.org,FALSE
Theodore,Paddock,m ,Theodore.M.Paddock@dodgit.com,10172 NW 216TH ST,COVINGTON,WA  ,98030,http://tvguide.com,FALSE
Kevin,Prado,m ,Kevin.B.Prado@pookmail.com,10346 SE 256TH ST,KENT,WA  ,98030,http://filestube.com,TRUE
Peter,Everette,m ,Peter.A.Everette@spambob.com,10222 NW 216TH ST,COVINGTON,WA  ,98030,http://sweetim.com,FALSE
Kelly,Kelsey,f ,Kelly.D.Kelsey@mailinator.com,10672 SE 264TH ST,KENT,WA  ,98030,http://cnbc.com,FALSE
Christian,Croce,m ,Christian.H.Croce@mailinator.com,10589 SE 264TH ST,KENT,WA  ,98030,http://whitepages.com,TRUE
Elsa,Mason,f ,Elsa.P.Mason@spambob.com,10814 SE 248TH ST,KENT,WA  ,98030,http://safeway.com,FALSE
Kenneth,Phillips,m ,Kenneth.T.Phillips@mailinator.com,10923 SE 255TH PL APT L103,KENT,WA  ,98030,http://tinyurl.com,TRUE
William,Ortega,m ,William.K.Ortega@dodgit.com,11771 NW 266TH PL,KENT,WA  ,98030,http://zappos.com,FALSE
Henry,Rowe,m ,Henry.V.Rowe@trashymail.com,12038 NW 270TH ST,KENT,WA  ,98030,http://stackexchange.com,FALSE
Minnie,Mills,f ,Minnie.K.Mills@dodgit.com,11797 NW 217TH PL,COVINGTON,WA  ,98030,http://vevo.com,FALSE
Matt,Rountree,m ,Matt.J.Rountree@trashymail.com,10801 MAIN ST STE 100M,BELLEVUE,WA  ,98004,http://time.com,FALSE
Jodi,Mcmillian,f ,Jodi.D.Mcmillian@mailinator.com,1060 D ST W UNIT AA-101,VALE,OR  ,97918,http://lumosity.com,TRUE
Michael,Hancock,m ,Michael.M.Hancock@mailinator.com,101 PIZINT ST S,VALE,OR  ,97918,http://space.com,TRUE
Chris,Strout,m ,Chris.M.Strout@spambob.com,100 E PIZERB ST,UNION,OR  ,97883,http://break.com,TRUE
Alberta,Espino,f ,Alberta.R.Espino@mailinator.com,10231 NW KINGWOOD DR,REDMOND,OR  ,97756,http://iminent.com,TRUE
Joyce,Hearn,f ,Joyce.D.Hearn@pookmail.com,118 SW 17TH ST,REDMOND,OR  ,97756,http://myway.com,FALSE
Nicholas,Tiller,m ,Nicholas.N.Tiller@spambob.com,101 2ND ST,METOLIUS,OR  ,97741,http://autozone.com,TRUE
Rosalie,Harvey,f ,Rosalie.L.Harvey@pookmail.com,1001 SE 15TH ST UNIT 86,BEND,OR  ,97702,http://usda.gov,TRUE
Mary,Magana,f ,Mary.D.Magana@pookmail.com,1098 MT BACHELOR DR,BEND,OR  ,97702,http://univision.com,FALSE
Richard,Dodson,m ,Richard.D.Dodson@spambob.com,1 FRESHWATER BLVD,MEDFORD,OR  ,97504,http://reference.com,TRUE
William,Ray,m ,William.A.Ray@trashymail.com,100 PLAMMS RD,WOLF CREEK,OR  ,97497,http://vevo.com,FALSE
