fname,lname,sex,email,address,city,state,zip code,how did you hear about us?,preferred user
Jacquelynn,Gonzales,f ,Jacquelynn.E.Gonzales@dodgit.com,1 CALLE 4 LOS PINOS,YAUCO,PR  ,698,http://archive.org,TRUE
Robert,Hamill,m ,Robert.C.Hamill@spambob.com,1 CALLE MARGINAL MANS DEL SOL,YAUCO,PR  ,698,http://hotwire.com,TRUE
Margaret,Willems,f ,Margaret.D.Willems@trashymail.com,1 AVE 65 INFANTERIA,YAUCO,PR  ,698,http://ford.com,TRUE
Brenda,Jenkins,f ,Brenda.B.Jenkins@spambob.com,1 CALLE 4 URB GUAYNABO EST,YAUCO,PR  ,698,http://metacafe.com,FALSE
Timothy,Holt,m ,Timothy.V.Holt@trashymail.com,1 CALLE 8 VILLA ESPERANZA,YAUCO,PR  ,698,http://cox.net,FALSE
Althea,Fleming,f ,Althea.Y.Fleming@spambob.com,1 CALLE 8,YAUCO,PR  ,698,http://mcafee.com,FALSE
Rosa,Gavin,f ,Rosa.A.Gavin@pookmail.com,1 CALLE MEJIAS ALT DE OROCOVIS,YAUCO,PR  ,698,http://multiply.com,TRUE
Sandra,Veras,f ,Sandra.C.Veras@spambob.com,10 CALLE 1RO DE MAYO,YAUCO,PR  ,698,http://search-results.com,TRUE
Mary,Edgar,f ,Mary.S.Edgar@mailinator.com,1 CALLE 1,YAUCO,PR  ,698,http://walmart.com,TRUE
John,Thames,m ,John.M.Thames@trashymail.com,1 CALLE 4 VILLA VERDE,YAUCO,PR  ,698,http://overstock.com,TRUE
Michelle,Cornett,f ,Michelle.J.Cornett@pookmail.com,100 CALLE 7,YAUCO,PR  ,698,http://ebay.com,FALSE
Rebecca,Ashley,f ,Rebecca.J.Ashley@dodgit.com,1 CALLE 6,YAUCO,PR  ,698,http://kohls.com,TRUE
Kevin,Watkins,m ,Kevin.R.Watkins@spambob.com,1 CALLE 7,YAUCO,PR  ,698,http://realtor.com,FALSE
Debra,Hundt,f ,Debra.S.Hundt@trashymail.com,1 CALLE 4,YAUCO,PR  ,698,http://whitepages.com,TRUE
Jennie,Spencer,f ,Jennie.M.Spencer@spambob.com,1 CALLE MEJIAS,YAUCO,PR  ,698,http://autoblog.com,FALSE
Robert,Daluz,m ,Robert.K.Daluz@spambob.com,1 CALLE 5 TERR DEMAJAGUA,YAUCO,PR  ,698,http://southwest.com,TRUE
Kathryn,Kramer,f ,Kathryn.R.Kramer@spambob.com,1 CALLE 4 JARD DE NARANJITO,YAUCO,PR  ,698,http://chacha.com,FALSE
Stephanie,Mills,f ,Stephanie.J.Mills@spambob.com,1 CALLE SAN MIGUEL,YAUCO,PR  ,698,http://bbb.org,TRUE
Timothy,Chaney,m ,Timothy.K.Chaney@pookmail.com,1 CALLE 1 EST DE BALSEIRO,YAUCO,PR  ,698,http://wikia.com,TRUE
Jessica,Maynard,f ,Jessica.A.Maynard@pookmail.com,1 CALLE C LOS ROBLES,YAUCO,PR  ,698,http://bankrate.com,FALSE
Donna,Childers,f ,Donna.M.Childers@spambob.com,1 CALLE C,YAUCO,PR  ,698,http://stackexchange.com,FALSE
Todd,Moses,m ,Todd.M.Moses@pookmail.com,1 CALLE 1 MAGUEYES,YAUCO,PR  ,698,http://alibaba.com,TRUE
Tara,Jones,f ,Tara.J.Jones@dodgit.com,1 CALLE 3,YAUCO,PR  ,698,http://howstuffworks.com,FALSE
Irma,Mccormack,f ,Irma.R.Mccormack@pookmail.com,1 CALLE B,YAUCO,PR  ,698,http://wix.com,FALSE
Marilyn,Mcmeans,f ,Marilyn.S.Mcmeans@pookmail.com,1 CALLE 3 BO CALZADA,YAUCO,PR  ,698,http://mlb.com,TRUE
William,Hernandez,m ,William.M.Hernandez@trashymail.com,10 CALLE B URB LOS ALMENDROS,YAUCO,PR  ,698,http://filehippo.com,TRUE
Clark,Petersen,m ,Clark.M.Petersen@pookmail.com,1 CALLE 1 URB UNIVERSITY GDNS,YAUCO,PR  ,698,http://stackoverflow.com,TRUE
Jocelyn,King,f ,Jocelyn.H.King@pookmail.com,1 CALLE 1 SANTA ANA,YAUCO,PR  ,698,http://hp.com,FALSE
Jennifer,Springer,f ,Jennifer.D.Springer@mailinator.com,1 CALLE C URB VERDEMAR,YAUCO,PR  ,698,http://kbb.com,FALSE
Walter,Howard,m ,Walter.B.Howard@spambob.com,10 CALLE 8 LAS FLORES,YAUCO,PR  ,698,http://telegraph.co.uk,FALSE
Clemmie,Allen,f ,Clemmie.J.Allen@mailinator.com,1 CALLE 2 LA INMACULADA,YAUCO,PR  ,698,http://indiatimes.com,FALSE
Sandra,Harvey,f ,Sandra.E.Harvey@pookmail.com,10 CALLE B ARROYO DEL MAR,YAUCO,PR  ,698,http://priceline.com,FALSE
Sarah,Kauffman,f ,Sarah.A.Kauffman@mailinator.com,1 CALLE 2,YAUCO,PR  ,698,http://careerbuilder.com,TRUE
Julia,Brown,f ,Julia.J.Brown@spambob.com,1 CALLE 3 EXT LAS FLORES,YAUCO,PR  ,698,http://fixya.com,FALSE
Tammy,Herbert,f ,Tammy.S.Herbert@pookmail.com,1 CALLE 2 DE TORRECILLAS,YAUCO,PR  ,698,http://norton.com,TRUE
Donna,Humphreys,f ,Donna.P.Humphreys@mailinator.com,1 CALLE D BO VILLA ESPERANZA,YAUCO,PR  ,698,http://superpages.com,TRUE
Paul,Gilmer,m ,Paul.L.Gilmer@dodgit.com,1 CALLE 3 TAINA,YAUCO,PR  ,698,http://squidoo.com,TRUE
Randall,Barry,m ,Randall.C.Barry@spambob.com,1 CALLE D,YAUCO,PR  ,698,http://pbs.org,TRUE
Francis,Bayne,m ,Francis.M.Bayne@mailinator.com,1 CALLE 10,YAUCO,PR  ,698,http://pinterest.com,FALSE
Virginia,Holder,f ,Virginia.M.Holder@dodgit.com,1010 STONY HILL RD STE 175,YARDLEY,PA  ,19067,http://usbank.com,FALSE
Ronald,Weber,m ,Ronald.B.Weber@mailinator.com,107AI S 7TH AVE STE 200,YAKIMA,WA  ,98902,http://twitter.com,FALSE
Garry,Miller,m ,Garry.C.Miller@trashymail.com,1067 ORMSBY DR,XENIA,OH  ,45385,http://kmart.com,TRUE
Jacob,Stevens,m ,Jacob.C.Stevens@dodgit.com,108 BUTLER ST,WYOMING,PA  ,18644,http://apple.com,TRUE
Shanna,Wells,f ,Shanna.J.Wells@dodgit.com,1020 10TH ST,WYANDOTTE,MI  ,48192,http://autotrader.com,TRUE
Elisabeth,Olsen,f ,Elisabeth.B.Olsen@pookmail.com,10999 COUNTY RD RR,WRAY,CO  ,80758,http://huffingtonpost.com,TRUE
Cicely,Randolph,f ,Cicely.E.Randolph@spambob.com,1 OTEBOB AVE,WORTHINGTON,OH  ,43085,http://nih.gov,FALSE
Daniel,Knox,m ,Daniel.V.Knox@trashymail.com,1073 FM 27 # 4772,WORTHAM,TX  ,76693,http://tinyurl.com,TRUE
Nancy,Manson,f ,Nancy.J.Manson@trashymail.com,1045 S AMERICA RD,WORCESTER,NY  ,12197,http://delta.com,FALSE
Penny,Hooper,f ,Penny.A.Hooper@trashymail.com,1022 COUNTY HIGHWAY 38,WORCESTER,NY  ,12197,http://break.com,TRUE
Daisy,Heine,f ,Daisy.R.Heine@pookmail.com,104 SAINT NICHOLAS AVE,WORCESTER,MA  ,1606,http://eonline.com,FALSE
Marie,Repass,f ,Marie.A.Repass@mailinator.com,1 DEERFIELD ST,WORCESTER,MA  ,1602,http://google.ca,FALSE
Joseph,Mahoney,m ,Joseph.K.Mahoney@pookmail.com,1 MARSHFIELD ST,WORCESTER,MA  ,1606,http://cvs.com,FALSE
Dorris,Hayner,f ,Dorris.S.Hayner@spambob.com,10 AUBURN ST APT 2,WORCESTER,MA  ,1605,http://careerbuilder.com,TRUE
Juanita,Domingues,f ,Juanita.W.Domingues@dodgit.com,1 CHESTNUT PL STE 800,WORCESTER,MA  ,1608,http://optimum.net,TRUE
Eva,Flynn,f ,Eva.H.Flynn@trashymail.com,1 GLENBROOK LN,WORCESTER,MA  ,1609,http://wunderground.com,FALSE
Donald,Haggard,m ,Donald.V.Haggard@pookmail.com,1 WILLOWBROOK LN,WORCESTER,MA  ,1609,http://live.com,FALSE
Robert,Gowins,m ,Robert.M.Gowins@trashymail.com,1 ORLANDO AVE,WORCESTER,MA  ,1606,http://yellowpages.com,TRUE
Lakeisha,Dotson,f ,Lakeisha.T.Dotson@pookmail.com,1 SUMMERLAND WAY,WORCESTER,MA  ,1609,http://yandex.ru,TRUE
Richard,Smith,m ,Richard.S.Smith@spambob.com,1 BIRCHWOOD RD,WORCESTER,MA  ,1609,http://bing.com,TRUE
Brian,Parsons,m ,Brian.M.Parsons@mailinator.com,10 CHESTNUT ST STE 300,WORCESTER,MA  ,1608,http://latimes.com,FALSE
Richard,Leblanc,m ,Richard.R.Leblanc@mailinator.com,1 CARNATION ST,WOONSOCKET,RI  ,2895,http://biglots.com,TRUE
Sherilyn,Mabry,f ,Sherilyn.R.Mabry@pookmail.com,1 IRBELU LN,WOOLWICH,ME  ,4579,http://kioskea.net,FALSE
James,Blanton,m ,James.F.Blanton@dodgit.com,100 COBB ST,WOODVILLE,AL  ,35776,http://2shared.com,FALSE
Ryan,Underwood,m ,Ryan.R.Underwood@pookmail.com,1 MONTEBELLO ST,WOODSVILLE,NH  ,3785,http://gap.com,TRUE
Mark,Rodgers,m ,Mark.M.Rodgers@mailinator.com,11 COMMISSIONARS PIKE,WOODSTOWN,NJ  ,8098,http://webcrawler.com,TRUE
Pearl,Horta,f ,Pearl.R.Horta@dodgit.com,11 COMMISSIONORS PIKE,WOODSTOWN,NJ  ,8098,http://justanswer.com,TRUE
Marco,Torrez,m ,Marco.T.Torrez@dodgit.com,11 COMMISSIONURS PIKE,WOODSTOWN,NJ  ,8098,http://lenovo.com,FALSE
Gary,Smith,m ,Gary.M.Smith@trashymail.com,11 COMMISSIONIRS PIKE,WOODSTOWN,NJ  ,8098,http://food.com,FALSE
Myron,Mancia,m ,Myron.V.Mancia@trashymail.com,108 AUBURN ST,WOODSTOWN,NJ  ,8098,http://weather.com,FALSE
Gilbert,Ball,m ,Gilbert.E.Ball@mailinator.com,10779 HERNWOOD RD,WOODSTOCK,MD  ,21163,http://comedycentral.com,TRUE
Lori,Graham,f ,Lori.W.Graham@mailinator.com,1 1ST AVE N,WOODSTOCK,MN  ,56186,http://meetup.com,FALSE
Billy,Spencer,m ,Billy.J.Spencer@spambob.com,1 SHURTLEFF LN,WOODSTOCK,VT  ,5091,http://skillpages.com,TRUE
Ashley,Bell,f ,Ashley.D.Bell@mailinator.com,101 E MAIN ST,WOODSON,IL  ,62695,http://kijiji.ca,FALSE
Edgar,Flanagan,m ,Edgar.J.Flanagan@pookmail.com,100 SKITIC RD,WOODRUFF,SC  ,29388,http://apple.com,TRUE
Susan,Kiser,f ,Susan.B.Kiser@spambob.com,1 WOOD LAKE DR,WOODRIDGE,NY  ,12789,http://answers.com,TRUE
Danny,Bailey,m ,Danny.C.Bailey@mailinator.com,10441 BEAUDIN BLVD STE 800,WOODRIDGE,IL  ,60517,http://facebook.com,TRUE
Lauren,Kiser,f ,Lauren.C.Kiser@trashymail.com,10441 BEAUDIN BLVD STE 500,WOODRIDGE,IL  ,60517,http://youtube.com,FALSE
John,Armstrong,m ,John.K.Armstrong@dodgit.com,1 RONLED LN,WOODLAND,PA  ,16881,http://united.com,TRUE
James,Reece,m ,James.D.Reece@trashymail.com,1 MEADOWBROOK LN,WOODBURY,CT  ,6798,http://blog.com,FALSE
Robert,Xiong,m ,Robert.B.Xiong@mailinator.com,10 LOWER COMMONS,WOODBURY,CT  ,6798,http://menshealth.com,TRUE
Betty,Carolina,f ,Betty.J.Carolina@trashymail.com,1 ALFORD RD,WOODBURY,GA  ,30293,http://sprint.com,FALSE
Theresa,Byrne,f ,Theresa.T.Byrne@spambob.com,1 ROBERT RD,WOODBRIDGE,CT  ,6525,http://cnbc.com,FALSE
Debra,Siddiqui,f ,Debra.J.Siddiqui@trashymail.com,1 BROOKSIDE DR,WOODBRIDGE,CT  ,6525,http://bitly.com,TRUE
Cheryl,Smith,f ,Cheryl.M.Smith@dodgit.com,102 MARTIN TER,WOODBRIDGE,NJ  ,7095,http://cbssports.com,FALSE
Nancy,Jenkins,f ,Nancy.B.Jenkins@mailinator.com,101 ILLINI LN,WOOD RIVER,IL  ,62095,http://autotrader.com,TRUE
Brenda,Harrell,f ,Brenda.W.Harrell@dodgit.com,100 ILLINI LN,WOOD RIVER,IL  ,62095,http://careerbuilder.com,TRUE
James,Myers,m ,James.J.Myers@trashymail.com,101 SHAWNEE DR,WOOD RIVER,IL  ,62095,http://mediatakeout.com,TRUE
Viola,Mastropietro,f ,Viola.W.Mastropietro@mailinator.com,1 RONIMI DR,WOMELSDORF,PA  ,19567,http://nextag.com,FALSE
William,Ray,m ,William.A.Ray@trashymail.com,100 PLAMMS RD,WOLF CREEK,OR  ,97497,http://vevo.com,FALSE
Peter,Richardson,m ,Peter.C.Richardson@dodgit.com,100 N GOBRRE ST,WOLCOTT,IN  ,47995,http://gamespot.com,TRUE
Jason,Vacca,m ,Jason.J.Vacca@spambob.com,1 GREENRIDGE TER,WOLCOTT,CT  ,6716,http://squidoo.com,TRUE
Gladys,Gray,f ,Gladys.L.Gray@pookmail.com,1 CLEARVIEW DR,WOLCOTT,CT  ,6716,http://utexas.edu,FALSE
Eva,Sneed,f ,Eva.C.Sneed@spambob.com,10255 W 300 N,WOLCOTT,IN  ,47995,http://ssa.gov,FALSE
Minnie,Manners,f ,Minnie.J.Manners@trashymail.com,1018 SPINDLE HILL RD,WOLCOTT,CT  ,6716,http://food.com,FALSE
Jack,Jack,m ,Jack.C.Jack@spambob.com,1 PINERIDGE LN,WOFFORD HEIGHTS,CA  ,93285,http://cox.net,FALSE
Judy,Hanes,f ,Judy.C.Hanes@mailinator.com,1 KIMBALL CT APT 610,WOBURN,MA  ,1801,http://peoplestylewatch.com,TRUE
Walter,Nisbett,m ,Walter.P.Nisbett@pookmail.com,10 STATE ST STE 2A,WOBURN,MA  ,1801,http://utorrent.com,FALSE
Elizabeth,Gilbert,f ,Elizabeth.S.Gilbert@mailinator.com,10 CEDAR ST STE 27,WOBURN,MA  ,1801,http://ebay.co.uk,TRUE
Kimberly,Pond,f ,Kimberly.M.Pond@mailinator.com,1 WOODBRIDGE STA,WOBURN,MA  ,1801,http://wikia.com,TRUE
Julia,Delamora,f ,Julia.C.Delamora@pookmail.com,100 BALDWIN GREEN CMN,WOBURN,MA  ,1801,http://usda.gov,TRUE
Rose,Bryant,f ,Rose.B.Bryant@spambob.com,1 HILLCREST RD,WOBURN,MA  ,1801,http://punishtube.com,TRUE
Maria,Mcgrath,f ,Maria.M.Mcgrath@mailinator.com,10268 BACHELOR VALLEY RD,WITTER SPRINGS,CA  ,95493,http://gap.com,TRUE
Nicole,Lopez,f ,Nicole.J.Lopez@trashymail.com,10416 WITTER SPRINGS RD,WITTER SPRINGS,CA  ,95493,http://agame.com,FALSE
Charles,Sprague,m ,Charles.A.Sprague@mailinator.com,10321 WITTER SPRINGS RD,WITTER SPRINGS,CA  ,95493,http://pinterest.com,FALSE
Ralph,Ramirez,m ,Ralph.D.Ramirez@spambob.com,100 1ST ST N,WISCONSIN RAPIDS,WI  ,54494,http://zap2it.com,FALSE
Jewell,Gale,f ,Jewell.S.Gale@pookmail.com,1 SEAL HARBOR RD PH 11,WINTHROP,MA  ,2152,http://depositfiles.com,TRUE
Thomas,Morrison,m ,Thomas.M.Morrison@spambob.com,1 W KNIEDT ST,WINTHROP,MN  ,55396,http://ikea.com,FALSE
Maurice,Herman,m ,Maurice.C.Herman@dodgit.com,1 STEAMBOAT ST,WINTERPORT,ME  ,4496,http://everydayhealth.com,TRUE
Antwan,Morse,m ,Antwan.T.Morse@dodgit.com,1082 IDYLWILD DR NW,WINTER HAVEN,FL  ,33881,http://motherless.com,FALSE
Richard,Gross,m ,Richard.A.Gross@pookmail.com,106 NAVAJO DR,WINSLOW,AZ  ,86047,http://tvguide.com,FALSE
Tracy,Bankston,f ,Tracy.M.Bankston@spambob.com,107 N ALFRED AVE,WINSLOW,AZ  ,86047,http://inquisitr.com,TRUE
Danielle,Baron,f ,Danielle.D.Baron@dodgit.com,10653 W WARREN RD,WINSLOW,IL  ,61089,http://charter.net,TRUE
Anne,Hang,f ,Anne.N.Hang@mailinator.com,1069 N FM 2869,WINNSBORO,TX  ,75494,http://panoramio.com,FALSE
Shannon,Ware,f ,Shannon.M.Ware@dodgit.com,101 MABOOT AVE,WINNEMUCCA,NV  ,89445,http://wired.com,FALSE
Martha,Ambrose,f ,Martha.J.Ambrose@pookmail.com,106-62 BAY RD,WINLOCK,WA  ,98596,http://minecraftforum.net,FALSE
Frederick,Correia,m ,Frederick.F.Correia@spambob.com,100 OWENS RD,WINFIELD,AL  ,35594,http://justdial.com,TRUE
Victor,Martinez,m ,Victor.A.Martinez@spambob.com,100 FOOTHILL RD,WINFIELD,AL  ,35594,http://alexa.com,TRUE
Barbara,Coleman,f ,Barbara.L.Coleman@pookmail.com,100 BELL AVE,WINFIELD,AL  ,35594,http://today.com,FALSE
Alan,Nance,m ,Alan.N.Nance@dodgit.com,1000AU OLD COUNTY CIR STE 104,WINDSOR LOCKS,CT  ,6096,http://backpage.com,TRUE
Latonya,Johnson,f ,Latonya.J.Johnson@trashymail.com,1007 NE HIGHWAY E,WINDSOR,MO  ,65360,http://goodreads.com,FALSE
Johnnie,Guerrero,f ,Johnnie.S.Guerrero@spambob.com,1 EASTMAN KODAK,WINDSOR,CO  ,80551,http://overstock.com,TRUE
Simon,Davis,m ,Simon.L.Davis@pookmail.com,1 TANGLEWOOD DR,WINDSOR,CT  ,6095,http://jezebel.com,FALSE
Andrea,Tabares,f ,Andrea.G.Tabares@pookmail.com,1 WESTRIDGE ST,WINDSOR,CT  ,6095,http://lonelyplanet.com,FALSE
Joseph,Crouse,m ,Joseph.C.Crouse@trashymail.com,106 US HIGHWAY 13 BYP,WINDSOR,NC  ,27983,http://state.gov,TRUE
Christine,Carr,f ,Christine.B.Carr@trashymail.com,1020 NE HIGHWAY E,WINDSOR,MO  ,65360,http://blekko.com,FALSE
Brian,Diamond,m ,Brian.N.Diamond@pookmail.com,114 PALISADO AVE,WINDSOR,CT  ,6095,http://blogtalkradio.com,TRUE
Phillip,Long,m ,Phillip.F.Long@pookmail.com,1080 DAY HILL RD STE 104,WINDSOR,CT  ,6095,http://sprint.com,FALSE
Wayne,Armstrong,m ,Wayne.M.Armstrong@pookmail.com,1 HEATHWOOD DR,WINDHAM,ME  ,4062,http://wimp.com,FALSE
Thomas,Brown,m ,Thomas.D.Brown@mailinator.com,1 HYENRI LN,WINCHESTER,KY  ,40391,http://vevo.com,FALSE
Rebecca,Stern,f ,Rebecca.K.Stern@trashymail.com,100 DRY FORK CREEK RD,WINCHESTER,KY  ,40391,http://latimes.com,FALSE
Shirley,White,f ,Shirley.S.White@dodgit.com,1 MEADOWBROOK DR,WINCHESTER,KY  ,40391,http://officedepot.com,FALSE
Sidney,Wilson,m ,Sidney.S.Wilson@dodgit.com,100AI S MAIN ST RM 101,WINCHESTER,IN  ,47394,http://thefreedictionary.com,FALSE
John,Stubbs,m ,John.J.Stubbs@trashymail.com,114 STEVENSON,WINCHESTER,KY  ,40391,http://papajohns.com,FALSE
Ben,Bryant,m ,Ben.T.Bryant@spambob.com,102 CALMES BLVD,WINCHESTER,KY  ,40391,http://panoramio.com,FALSE
Jonathan,Guerrero,m ,Jonathan.Z.Guerrero@mailinator.com,1075 99TH AVE SE,WIMBLEDON,ND  ,58492,http://mediatakeout.com,TRUE
Robert,Freeman,m ,Robert.C.Freeman@pookmail.com,10175 11TH ST SE,WIMBLEDON,ND  ,58492,http://edmunds.com,FALSE
Ronald,Holz,m ,Ronald.A.Holz@trashymail.com,10591 16TH ST SE,WIMBLEDON,ND  ,58492,http://southwest.com,TRUE
John,Villeda,m ,John.B.Villeda@pookmail.com,10057 22ND ST SE,WIMBLEDON,ND  ,58492,http://livesearchnow.com,FALSE
Chasity,Brewer,f ,Chasity.T.Brewer@spambob.com,1 MCCRILLIS CORNER RD,WILTON,ME  ,4294,http://yardbarker.com,FALSE
Jerry,Johnson,m ,Jerry.J.Johnson@dodgit.com,1 LANDINGS LN,WILSONVILLE,AL  ,35186,http://techrepublic.com,FALSE
Cindy,Thomas,f ,Cindy.R.Thomas@trashymail.com,1 EDWARDS LN,WILSONVILLE,AL  ,35186,http://kohls.com,TRUE
Lawrence,Mcneill,m ,Lawrence.P.Mcneill@dodgit.com,100 MICHAELS WAY,WILSONVILLE,AL  ,35186,http://babylon.com,TRUE
Michael,Graff,m ,Michael.A.Graff@mailinator.com,102 MICHAELS WAY,WILSONVILLE,AL  ,35186,http://patch.com,TRUE
Natasha,Menges,f ,Natasha.P.Menges@pookmail.com,101 MICHAELS WAY,WILSONVILLE,AL  ,35186,http://citysearch.com,FALSE
Maria,Whitmer,f ,Maria.M.Whitmer@trashymail.com,1082 CORBETT AVE NE,WILSON,NC  ,27893,http://biglots.com,TRUE
Terry,Phillips,m ,Terry.R.Phillips@pookmail.com,1073 KENAN ST W,WILSON,NC  ,27893,http://opera.com,FALSE
