fname,lname,sex,email,address,city,state,zip code,how did you hear about us?,preferred user
Matthew,Woodworth,m ,Matthew.J.Woodworth@mailinator.com,10522 81ST AVE NW,PORTAL,ND  ,58772,http://mediatakeout.com,TRUE
Dorothy,Hudson,f ,Dorothy.J.Hudson@dodgit.com,10102 68TH ST SE,ALTO,MI  ,49302,http://cooks.com,FALSE
Cassie,Larrabee,f ,Cassie.J.Larrabee@mailinator.com,1024 WILLOW AVE APT 3 # 1229,HOBOKEN,NJ  ,7030,http://vistaprint.com,FALSE
Lola,Gholston,f ,Lola.T.Gholston@pookmail.com,1045 ANDERSON AVE APT 5A,BRONX,NY  ,10452,http://craigslist.org,TRUE
John,Carter,m ,John.D.Carter@pookmail.com,1037 S STATE ROAD 7 STE AF-111,WELLINGTON,FL  ,33414,http://zbiddy.com,TRUE
Elias,Lively,m ,Elias.M.Lively@trashymail.com,101 S AVENUE A,GREENVILLE,OH  ,45331,http://theglobeandmail.com,FALSE
Esther,Brown,f ,Esther.H.Brown@pookmail.com,10210 GOULD ST APT AN-101,RIVERSIDE,CA  ,92503,http://empowernetwork.com,FALSE
Willie,Bryant,m ,Willie.K.Bryant@dodgit.com,101 OAKLEAF CIR,HOUSTON,AL  ,35572,http://vevo.com,FALSE
Agnes,Sim,f ,Agnes.R.Sim@dodgit.com,1034 SALEM RD,UNION,NJ  ,7083,http://allrecipes.com,TRUE
Marcie,Wulf,f ,Marcie.B.Wulf@mailinator.com,10499 S KNOX AVE,OAK LAWN,IL  ,60453,http://target.com,TRUE
Richard,Gross,m ,Richard.A.Gross@pookmail.com,106 NAVAJO DR,WINSLOW,AZ  ,86047,http://tvguide.com,FALSE
John,Fields,m ,John.A.Fields@pookmail.com,1010 MARKET ST STE 1750,SAINT LOUIS,MO  ,63101,http://charter.net,TRUE
David,Byrd,m ,David.S.Byrd@trashymail.com,11 ARMORY ST APT 2R,SPRINGFIELD,MA  ,1105,http://lowes.com,FALSE
Lula,Villarreal,f ,Lula.B.Villarreal@dodgit.com,111 SUTTER ST STE 550 PMB 1045,SAN FRANCISCO,CA  ,94104,http://microsofttranslator.com,TRUE
Kristi,Graham,f ,Kristi.J.Graham@trashymail.com,114 E MAIN ST APT 3,EVERETT,PA  ,15537,http://wunderground.com,FALSE
Robert,Colbert,m ,Robert.A.Colbert@pookmail.com,100 BROWN DR,GALLION,AL  ,36742,http://mediatakeout.com,TRUE
Todd,Taylor,m ,Todd.M.Taylor@dodgit.com,1 FAIRFIELD ST,MAYNARD,MA  ,1754,http://target.com,TRUE
Eric,Valdez,m ,Eric.E.Valdez@pookmail.com,1 CLARKHURST RD,EAST HAMPTON,CT  ,6424,http://theglobeandmail.com,FALSE
Manuel,Hall,m ,Manuel.N.Hall@pookmail.com,1 WINCHESTER RD,CHESTERFIELD,NH  ,3443,http://craigslist.org,TRUE
Benjamin,Kendrick,m ,Benjamin.D.Kendrick@dodgit.com,100 OLACHE TRL,PLEASANT HILL,NC  ,27866,http://webstatsdomain.com,TRUE
Clayton,Peterson,m ,Clayton.Y.Peterson@dodgit.com,1 CALLE AMATISTA,LAJAS,PR  ,667,http://discovery.com,TRUE
Russell,Rangel,m ,Russell.T.Rangel@pookmail.com,100 KINGS RD,ETHELSVILLE,AL  ,35501,http://lowes.com,FALSE
Julie,Jones,f ,Julie.S.Jones@mailinator.com,1 N HUDSON AVE STE 850,OKLAHOMA CITY,OK  ,73102,http://vistaprint.com,FALSE
Martin,Bryant,m ,Martin.C.Bryant@dodgit.com,1 HOSPITAL DR,COLUMBIA,MO  ,65201,http://cooks.com,FALSE
Lisa,Dolan,f ,Lisa.D.Dolan@trashymail.com,1 RIVERSIDE LN,PERRYVILLE,MD  ,21903,http://coolmath-games.com,FALSE
Elsie,Cournoyer,f ,Elsie.G.Cournoyer@dodgit.com,1 CALLEJON MATADERO,CABO ROJO,PR  ,623,http://vevo.com,FALSE
Raymond,Crawford,m ,Raymond.K.Crawford@spambob.com,10 SAPSIDE INN LIGHTHOUSE LANE PMB 10007,HUNTSVILLE,AL  ,35801,http://zbiddy.com,TRUE
Tony,Weller,m ,Tony.A.Weller@dodgit.com,1 DUPONT CIR NW STE 650,WASHINGTON,DC  ,20036,http://allrecipes.com,TRUE
Gladys,Woodson,f ,Gladys.E.Woodson@mailinator.com,100 CANEY FORK CREEK RD,LIBERTY,KY  ,42539,http://howstuffworks.com,FALSE
Phyllis,Ratliff,f ,Phyllis.H.Ratliff@spambob.com,10 E MIDLAND AVE # 7161 # 1548,KEARNY,NJ  ,7032,http://tvguide.com,FALSE
Rebecca,Nixon,f ,Rebecca.J.Nixon@spambob.com,1 HAIARG RD,MAPLETON,KS  ,66754,http://southwest.com,TRUE
Sarah,Henderson,f ,Sarah.M.Henderson@pookmail.com,1 MEMBUR RD,SUSSEX,NJ  ,7461,http://empowernetwork.com,FALSE
Marvin,Diaz,m ,Marvin.A.Diaz@trashymail.com,100 TANGLEWOOD DR,WEST CREEK,NJ  ,8092,http://wunderground.com,FALSE
Matthew,Heinz,m ,Matthew.J.Heinz@spambob.com,100 3RD PARK DR,RICHFIELD,NC  ,28137,http://comedycentral.com,TRUE
Frank,Smith,m ,Frank.C.Smith@spambob.com,1 ABBIE WAY,SAVANNAH,TN  ,38372,http://charter.net,TRUE
Maria,Thomas,f ,Maria.C.Thomas@mailinator.com,1 GURNEY-BROWN RD,HANCOCK,NH  ,3449,http://fanpop.com,FALSE
Althea,George,f ,Althea.R.George@spambob.com,1 WINCHESTER DR,LEXINGTON,MA  ,2420,http://linkedin.com,FALSE
Dorla,Sears,f ,Dorla.E.Sears@pookmail.com,1 DUPONT CIR NW STE 620,WASHINGTON,DC  ,20036,http://people.com,FALSE
Susan,Wills,f ,Susan.D.Wills@trashymail.com,1 N HUDSON AVE STE 450,OKLAHOMA CITY,OK  ,73102,http://ovguide.com,TRUE
Andrew,Bilderback,m ,Andrew.W.Bilderback@pookmail.com,100 3RD AVE,NEVIS,MN  ,56467,http://aolsearch.com,FALSE
Alicia,Woody,f ,Alicia.F.Woody@pookmail.com,1 ABBEY RD,NEWARK,DE  ,19702,http://lenovo.com,FALSE
Jeffery,Jacobsen,m ,Jeffery.B.Jacobsen@mailinator.com,100 BROOKSIDE DR,BOULDER CREEK,CA  ,95006,http://yell.com,FALSE
Ruth,Drees,f ,Ruth.D.Drees@spambob.com,1 CALLEJON DAVID DIAZ,CABO ROJO,PR  ,623,http://info.com,TRUE
Johnny,March,m ,Johnny.J.March@pookmail.com,100 OHMOYO ST,MOUNT HOLLY,NC  ,28120,http://usbank.com,FALSE
Christopher,Eller,m ,Christopher.M.Eller@dodgit.com,100 SUTTON PL,EASTON,PA  ,18045,http://dell.com,TRUE
Travis,Iddings,m ,Travis.R.Iddings@pookmail.com,1 RIVERSIDE DR,WEBSTER,MA  ,1570,http://lumosity.com,TRUE
Rosa,Harrell,f ,Rosa.S.Harrell@pookmail.com,1 FAIRFIELD CT,SAVANNAH,GA  ,31410,http://bestbuy.com,FALSE
Lanette,Combs,f ,Lanette.J.Combs@dodgit.com,1 MELFIT RD,BELLMAWR,NJ  ,8031,http://hotmail.com,TRUE
Thomas,Galloway,m ,Thomas.R.Galloway@pookmail.com,100 CANE CREEK LANDING RD,WALHALLA,SC  ,29691,http://backpage.com,TRUE
Shelia,Partee,f ,Shelia.B.Partee@mailinator.com,1 CALLE AMANECER,VEGA ALTA,PR  ,692,http://shopping.com,FALSE
Rose,Virgin,f ,Rose.R.Virgin@pookmail.com,100 KINGS RD,BYNUM,AL  ,35150,http://foxsports.com,TRUE
Adam,Larocco,m ,Adam.M.Larocco@dodgit.com,1 HOSKINS RD APT 4A1,SIMSBURY,CT  ,6070,http://inquisitr.com,TRUE
Wanda,Mccutcheon,f ,Wanda.P.Mccutcheon@spambob.com,10 E DELANO AVE,MONTGOMERY,AL  ,36105,http://staples.com,TRUE
Raymond,Blaine,m ,Raymond.E.Blaine@spambob.com,10 SAPSIDE INN LIGHTHOUSE LANE PMB 10002,HUNTSVILLE,AL  ,35801,http://safeway.com,FALSE
Dorthy,Wear,f ,Dorthy.M.Wear@mailinator.com,1 CLARK RD,GRANT,AL  ,35747,http://freeze.com,TRUE
Patricia,Crowe,f ,Patricia.C.Crowe@mailinator.com,11 ARMORY ST APT 1R,SPRINGFIELD,MA  ,1105,http://foxsports.com,TRUE
Karen,Jenkins,f ,Karen.G.Jenkins@dodgit.com,10101 SAILWINDS BLVD S APT AQ-101,LARGO,FL  ,33773,http://inquisitr.com,TRUE
Geoffrey,Miller,m ,Geoffrey.D.Miller@dodgit.com,1024 WILLOW AVE APT 1618 # 1,HOBOKEN,NJ  ,7030,http://ovguide.com,TRUE
Henrietta,Dane,f ,Henrietta.R.Dane@spambob.com,10938 HILLSIDE DR,AUSTIN,TX  ,78736,http://usbank.com,FALSE
David,Isham,m ,David.D.Isham@dodgit.com,1066 W 19TH ST,PUEBLO,CO  ,81003,http://lumosity.com,TRUE
Elizabeth,Tucker,f ,Elizabeth.J.Tucker@mailinator.com,10499 PHEASANT TR N DR,DEMOTTE,IN  ,46310,http://bestbuy.com,FALSE
Brian,Christian,m ,Brian.J.Christian@mailinator.com,10776 S 213TH ST,GRETNA,NE  ,68028,http://aolsearch.com,FALSE
Catherine,Johnson,f ,Catherine.B.Johnson@dodgit.com,1001 MAIN ST APT 105A,HALF MOON BAY,CA  ,94019,http://shopping.com,FALSE
Charles,Powers,m ,Charles.M.Powers@dodgit.com,101 S ANDREWS ST,DUTTON,AL  ,35769,http://freeze.com,TRUE
Thomas,Brooks,m ,Thomas.L.Brooks@dodgit.com,106 N NOCHO ST,GREENSBORO,NC  ,27401,http://staples.com,TRUE
Jessica,Williams,f ,Jessica.D.Williams@dodgit.com,10210 E HERCULES DR,SUN LAKES,AZ  ,85248,http://hotmail.com,TRUE
Vincent,Jones,m ,Vincent.G.Jones@mailinator.com,1034 PAXTON ST,HARRISBURG,PA  ,17104,http://people.com,FALSE
Lawrence,Kemp,m ,Lawrence.C.Kemp@mailinator.com,1003 FM 1528,COOPER,TX  ,75432,http://gawker.com,FALSE
Gordon,Bowen,m ,Gordon.J.Bowen@mailinator.com,1037 N CHURCH ST,JONESBORO,AR  ,72401,http://safeway.com,FALSE
Edna,Mcginnis,f ,Edna.D.Mcginnis@dodgit.com,1010 LONGWOOD DR SE,HUNTSVILLE,AL  ,35801,http://lenovo.com,FALSE
Karen,Jones,f ,Karen.N.Jones@trashymail.com,102 SPRING ST APT 2F,NAUGATUCK,CT  ,6770,http://fanpop.com,FALSE
Kimberly,Wiseman,f ,Kimberly.S.Wiseman@dodgit.com,101 OAK ST,PIEDMONT,AL  ,36272,http://info.com,TRUE
Eric,Dice,m ,Eric.R.Dice@trashymail.com,11 KINGS RD,MILLPORT,AL  ,35150,http://backpage.com,TRUE
Fred,Huerta,m ,Fred.H.Huerta@dodgit.com,10449 SW 188TH AVE,DUNNELLON,FL  ,34432,http://linkedin.com,FALSE
Michael,Cox,m ,Michael.P.Cox@spambob.com,10521 SHADOW RIDGE LN APT 101,LOUISVILLE,KY  ,40241,http://yell.com,FALSE
Shane,Hunter,m ,Shane.S.Hunter@trashymail.com,111 STORMS AVE APT 10A,JERSEY CITY,NJ  ,7306,http://gawker.com,FALSE
Rosemarie,Desantis,f ,Rosemarie.S.Desantis@pookmail.com,114 E GLENSIDE AVE,GLENSIDE,PA  ,19038,http://dell.com,TRUE
Rose,Jeon,f ,Rose.J.Jeon@pookmail.com,114 E 84TH ST APT 1C,NEW YORK,NY  ,10028,http://nih.gov,FALSE
Christopher,Bullock,f ,Christopher.K.Bullock@spambob.com,111 SPRING AVE,CHESTERTOWN,MD  ,21620,http://causes.com,TRUE
Cleo,Wong,f ,Cleo.C.Wong@mailinator.com,1 MELBOURNE ST,BOSTON,MA  ,2124,http://ssa.gov,FALSE
Lucille,Holmes,f ,Lucille.J.Holmes@spambob.com,1 ABBEY RD,FAIRFIELD,CT  ,6824,http://justanswer.com,TRUE
Natalie,Silvester,f ,Natalie.P.Silvester@dodgit.com,100 330TH RD,BARNARD,KS  ,67418,http://metafilter.com,TRUE
Anne,Beltran,f ,Anne.T.Beltran@trashymail.com,100 CAMPUS DR STE 401 # 1446,FLORHAM PARK,NJ  ,7932,http://reuters.com,FALSE
Stephanie,Bishop,f ,Stephanie.K.Bishop@dodgit.com,1 FAIRACRES DR,TOMS RIVER,NJ  ,8753,http://bankofamerica.com,TRUE
Isaac,Shah,m ,Isaac.C.Shah@mailinator.com,1 RIVERSIDE DR,MANCHESTER,CT  ,6040,http://minecraftforum.net,FALSE
Alice,Soucy,f ,Alice.W.Soucy@dodgit.com,1 CIVIC PARK CT,O FALLON,MO  ,63366,http://searchqu.com,FALSE
Eric,Mcswain,m ,Eric.N.Mcswain@dodgit.com,1 CALLE AMADOR E,CAMUY,PR  ,627,http://adf.ly,TRUE
John,Irby,m ,John.D.Irby@dodgit.com,1 N HIGH ST STE A,SELINSGROVE,PA  ,17870,http://sprint.com,FALSE
Dustin,Haire,m ,Dustin.J.Haire@mailinator.com,1 WINBURTON RD,TORRINGTON,CT  ,6790,http://wordpress.com,TRUE
Robert,Dutil,m ,Robert.E.Dutil@pookmail.com,100 OGRUSI LN,LEXINGTON,NC  ,27292,http://toshiba.com,TRUE
James,Foerster,m ,James.N.Foerster@trashymail.com,1 DUNNSMORE DR,BOW,NH  ,3304,http://typepad.com,TRUE
Michele,Chicoine,f ,Michele.M.Chicoine@trashymail.com,100 BROOKRIDGE CT,FAYETTEVILLE,GA  ,30215,http://abebooks.com,TRUE
Cheryl,King,f ,Cheryl.J.King@mailinator.com,1 CALLE ZIRCONIA,DORADO,PR  ,646,http://888.com,FALSE
Clark,Biron,m ,Clark.R.Biron@pookmail.com,100 SURINER AVE,CHESTER,MA  ,1011,http://nih.gov,FALSE
Beth,Pope,f ,Beth.J.Pope@mailinator.com,100 KINGS RD,ABERNANT,AL  ,35501,http://cox.net,FALSE
Richard,Roberts,m ,Richard.M.Roberts@pookmail.com,10 E CHURCH ST STE 3A,MARTINSVILLE,VA  ,24112,http://aa.com,FALSE
Chris,Tores,m ,Chris.M.Tores@trashymail.com,10 S WILLOW AVE APT 29A,FAYETTEVILLE,AR  ,72701,http://scout.com,TRUE
Mei,Minton,f ,Mei.K.Minton@pookmail.com,1 HORSESHOE RD,DARIEN,CT  ,6820,http://nike.com,FALSE
