fname,lname,sex,email,address,city,state,zip code,how did you hear about us?,preferred user
Nicole,Featherstone,f ,Nicole.D.Featherstone@mailinator.com,1066 E 21ST ST,BAKERSFIELD,CA  ,93305,http://4chan.org,FALSE
Lynne,Patterson,f ,Lynne.K.Patterson@trashymail.com,1019 COUNTY ROAD 20,LOUISVILLE,AL  ,36048,http://4chan.org,FALSE
Carolyn,Ramsey,f ,Carolyn.J.Ramsey@trashymail.com,12047 S 45TH ST,PHOENIX,AZ  ,85044,http://4chan.org,FALSE
Katherine,Lehman,f ,Katherine.M.Lehman@dodgit.com,11 CRAIG PL,POMPTON LAKES,NJ  ,7442,http://4chan.org,FALSE
Jessie,Buchanan,m ,Jessie.S.Buchanan@spambob.com,106 W 5TH ST STE 305,FORT WORTH,TX  ,76102,http://4chan.org,FALSE
Cora,Johnston,f ,Cora.M.Johnston@spambob.com,101 E OAK ST APT B1,OAKLAND,NJ  ,7436,http://4chan.org,FALSE
Christopher,Miller,m ,Christopher.V.Miller@pookmail.com,101 LINTON CV,EAST ALTON,IL  ,62024,http://4chan.org,FALSE
Barbara,Fuentes,f ,Barbara.J.Fuentes@spambob.com,1089 S KANSAS ST,EL PASO,TX  ,79901,http://4chan.org,FALSE
Gwendolyn,Rhodes,f ,Gwendolyn.J.Rhodes@dodgit.com,1023 AN COUNTY ROAD 163 # 4079,ELKHART,TX  ,75839,http://4chan.org,FALSE
Henry,White,m ,Henry.M.White@trashymail.com,108 CALLE CRISTOBAL COLON APT 4,ARECIBO,PR  ,612,http://4shared.com,TRUE
Tiffany,Lewis,f ,Tiffany.B.Lewis@spambob.com,1043 MCCARLEY RD,PHIL CAMPBELL,AL  ,35581,http://4shared.com,TRUE
Wiley,Book,m ,Wiley.D.Book@dodgit.com,1077 W 500 S,TIPTON,IN  ,46072,http://4shared.com,TRUE
Blanca,Graham,f ,Blanca.J.Graham@pookmail.com,10549 N 600 W,DEMOTTE,IN  ,46310,http://4shared.com,TRUE
James,Suber,m ,James.J.Suber@dodgit.com,1009 PRIVATE ROAD 1028,STEPHENVILLE,TX  ,76401,http://4shared.com,TRUE
Michael,Ballew,m ,Michael.K.Ballew@trashymail.com,1015 N SPRING AVE APT A,TYLER,TX  ,75702,http://4shared.com,TRUE
Joyce,Kayser,f ,Joyce.A.Kayser@trashymail.com,10378 POORMAN ST SW,NAVARRE,OH  ,44662,http://4shared.com,TRUE
Robert,Johnson,m ,Robert.M.Johnson@spambob.com,1032 N LILAC AVE APT 26,RIALTO,CA  ,92376,http://4shared.com,TRUE
Robert,Brenner,m ,Robert.A.Brenner@spambob.com,1139 HILLCREST ST APT 101,MESQUITE,TX  ,75149,http://4shared.com,TRUE
Jack,Sanders,m ,Jack.T.Sanders@dodgit.com,1 TOWER LN STE 2100,OAKBROOK TERRACE,IL  ,60181,http://4shared.com,TRUE
George,Reed,m ,George.V.Reed@trashymail.com,100 LAKE COUNTRY ESTATE RD,SHELBYVILLE,TX  ,75973,http://4shared.com,TRUE
Mary,White,f ,Mary.D.White@mailinator.com,100 MORRISTOWN DR,ORANGEBURG,NY  ,10962,http://4shared.com,TRUE
Pamela,Say,f ,Pamela.R.Say@spambob.com,1 BLACKWELL POINT LOOP RD,ORIENTAL,NC  ,28571,http://4shared.com,TRUE
Marcie,Bogar,f ,Marcie.D.Bogar@pookmail.com,1000 COUNTRY PLACE DR APT 127,HOUSTON,TX  ,77079,http://4shared.com,TRUE
Helen,Yokum,f ,Helen.R.Yokum@spambob.com,1 WOOD ST,HAMDEN,CT  ,6517,http://4shared.com,TRUE
Emanuel,Blackwell,m ,Emanuel.G.Blackwell@trashymail.com,1 CALLE 1,ARECIBO,PR  ,612,http://4shared.com,TRUE
Randall,Lundgren,m ,Randall.R.Lundgren@trashymail.com,1 FOX RUN RD,BRYANT,AL  ,36461,http://4shared.com,TRUE
Laura,Lockhart,f ,Laura.D.Lockhart@pookmail.com,1 COTTONWOOD CT,CLINTON,NJ  ,8809,http://4shared.com,TRUE
Shanna,Camacho,f ,Shanna.D.Camacho@pookmail.com,1 ESKOUF DR,COVINGTON,GA  ,30016,http://4shared.com,TRUE
Patricia,Jones,f ,Patricia.J.Jones@spambob.com,100 SOEYSE LN,DEER LODGE,TN  ,37726,http://4shared.com,TRUE
Martha,Tudor,f ,Martha.E.Tudor@trashymail.com,101 PARK ST STE 1,MONTCLAIR,NJ  ,7042,http://888.com,FALSE
Theresa,Levine,f ,Theresa.J.Levine@spambob.com,1 HYASES DR,WAYNESBURG,KY  ,40489,http://888.com,FALSE
John,Villanueva,m ,John.K.Villanueva@trashymail.com,101 ALLENS DR,PITTSVIEW,AL  ,36088,http://888.com,FALSE
Norma,Young,f ,Norma.D.Young@mailinator.com,1 KINGS COVE BEACH RD,NORTH WEYMOUTH,MA  ,2191,http://888.com,FALSE
Cheryl,King,f ,Cheryl.J.King@mailinator.com,1 CALLE ZIRCONIA,DORADO,PR  ,646,http://888.com,FALSE
Debra,Torres,f ,Debra.D.Torres@mailinator.com,1 BATTLE SQ APT 201,ASHEVILLE,NC  ,28801,http://888.com,FALSE
Philip,Gibbs,m ,Philip.S.Gibbs@mailinator.com,100 BARLOW RD,FREEMAN,WV  ,24724,http://888.com,FALSE
Stephen,Thomas,m ,Stephen.M.Thomas@spambob.com,100 ABERSON DR,MORRISVILLE,NC  ,27560,http://888.com,FALSE
Marilyn,Mora,f ,Marilyn.A.Mora@mailinator.com,10 RAILROAD PL STE 403,SARATOGA SPRINGS,NY  ,12866,http://888.com,FALSE
Bobby,Bolden,m ,Bobby.R.Bolden@pookmail.com,100 PINRAB DR,OAKLAND,OR  ,97462,http://888.com,FALSE
Kecia,Mcmartin,f ,Kecia.R.Mcmartin@dodgit.com,1 SYLVANDALE AVE,STAMFORD,CT  ,6902,http://888.com,FALSE
Tonya,Lunsford,f ,Tonya.J.Lunsford@mailinator.com,104-5 ENTERPRISE DR,NORTH BRANFORD,CT  ,6471,http://888.com,FALSE
Russell,Johnson,m ,Russell.R.Johnson@dodgit.com,105 BLACKWOOD CLEMENTON RD APT 818,LINDENWOLD,NJ  ,8021,http://888.com,FALSE
Della,Breunig,f ,Della.L.Breunig@spambob.com,1049 US 27,CLEWISTON,FL  ,33440,http://888.com,FALSE
Matthew,Lee,m ,Matthew.J.Lee@pookmail.com,1079 FM 1386,LULING,TX  ,78648,http://888.com,FALSE
Jonathon,Miller,m ,Jonathon.D.Miller@mailinator.com,10500 PLATINUM DR,NOBLESVILLE,IN  ,46060,http://888.com,FALSE
Penelope,Robinson,f ,Penelope.L.Robinson@trashymail.com,1011 LOCKHEED WAY,PALMDALE,CA  ,93599,http://888.com,FALSE
Marie,Gains,f ,Marie.C.Gains@trashymail.com,11794 S 40TH AVE,LAVEEN,AZ  ,85339,http://888.com,FALSE
Marc,Hernandez,m ,Marc.J.Hernandez@mailinator.com,1096 VALENCIA GARDENS DR,HOMESTEAD,FL  ,33035,http://888.com,FALSE
Albert,Archibald,m ,Albert.L.Archibald@pookmail.com,101 OAK ST,GAYLESVILLE,AL  ,35973,http://888.com,FALSE
Melissa,Richardson,f ,Melissa.M.Richardson@dodgit.com,1001 ROCKVILLE PIKE APT 609,ROCKVILLE,MD  ,20852,http://aa.com,FALSE
William,Moore,m ,William.C.Moore@trashymail.com,1203 WESTCHESTER AVE APT 1A,BRONX,NY  ,10459,http://aa.com,FALSE
Michael,Freeman,m ,Michael.A.Freeman@dodgit.com,11 CALLE F,ARECIBO,PR  ,612,http://aa.com,FALSE
Palmer,Gerow,m ,Palmer.E.Gerow@pookmail.com,10877 NE 71ST ST,BRONSON,FL  ,32621,http://aa.com,FALSE
Christopher,Reyes,m ,Christopher.J.Reyes@spambob.com,10640 SAINT JAMES DR,CULVER CITY,CA  ,90230,http://aa.com,FALSE
Edmundo,Isom,m ,Edmundo.C.Isom@pookmail.com,101 KINGS CT,OZARK,AL  ,36360,http://aa.com,FALSE
Douglas,Pena,m ,Douglas.L.Pena@pookmail.com,10171 64TH AVE SE,ASHLEY,ND  ,58413,http://aa.com,FALSE
Terrell,Miller,m ,Terrell.D.Miller@dodgit.com,106 N GROVE ST APT F9,EAST ORANGE,NJ  ,7017,http://aa.com,FALSE
Jane,Stevens,f ,Jane.R.Stevens@spambob.com,1022 OVINGTON AVE,BROOKLYN,NY  ,11219,http://aa.com,FALSE
Wendy,Acklin,f ,Wendy.C.Acklin@pookmail.com,100 EDWARDS RD,NEWBERN,AL  ,35011,http://aa.com,FALSE
James,Rice,m ,James.D.Rice@pookmail.com,1 JACOBS LN,ATTALLA,AL  ,35954,http://aa.com,FALSE
Robert,Field,m ,Robert.P.Field@spambob.com,1 MAIN ST,ISLE AU HAUT,ME  ,4645,http://aa.com,FALSE
Lauren,Mchugh,f ,Lauren.L.Mchugh@trashymail.com,1 CALLE BARBOSA NUEVA,CABO ROJO,PR  ,623,http://aa.com,FALSE
Beth,Wilder,f ,Beth.J.Wilder@dodgit.com,1 PRINCE PAUL DR,CHESTER,MA  ,1011,http://aa.com,FALSE
Lisa,Sanchez,f ,Lisa.C.Sanchez@dodgit.com,1000 STATE ROUTE 6,RAYMOND,WA  ,98577,http://aa.com,FALSE
Terence,Hartley,m ,Terence.M.Hartley@mailinator.com,1 RES TORRES DEL RIO OFC ADM,NAGUABO,PR  ,718,http://aa.com,FALSE
Julianna,Emerson,f ,Julianna.D.Emerson@dodgit.com,1 2ND ST,VANDEMERE,NC  ,28587,http://aa.com,FALSE
Sharon,Reyes,f ,Sharon.S.Reyes@spambob.com,100 YINAAL ST,BALSAM LAKE,WI  ,54810,http://aa.com,FALSE
Richard,Roberts,m ,Richard.M.Roberts@pookmail.com,10 E CHURCH ST STE 3A,MARTINSVILLE,VA  ,24112,http://aa.com,FALSE
Luigi,Seaton,m ,Luigi.E.Seaton@mailinator.com,101 WILD BERRY DR,STERRETT,AL  ,35147,http://aa.com,FALSE
Johnny,Jewett,m ,Johnny.J.Jewett@spambob.com,1 LARCHMONT LN,LEXINGTON,MA  ,2420,http://aarp.org,FALSE
Esther,Honeycutt,f ,Esther.K.Honeycutt@dodgit.com,100 BROWNS RD,PARRISH,AL  ,35580,http://aarp.org,FALSE
Gary,Nance,m ,Gary.S.Nance@spambob.com,101 TERRACE AVE APT 4E # 2137,HASBROUCK HEIGHTS,NJ  ,7604,http://aarp.org,FALSE
Paul,Salomon,m ,Paul.T.Salomon@dodgit.com,1 WILLIAMS BR,PINSONFORK,KY  ,41555,http://aarp.org,FALSE
Anthony,Lipscomb,m ,Anthony.E.Lipscomb@mailinator.com,1 FEEVID ST N,NAMPA,ID  ,83687,http://aarp.org,FALSE
Elizabeth,Cisneros,f ,Elizabeth.W.Cisneros@dodgit.com,1 BELLS CIR,GREENSBORO,AL  ,36744,http://aarp.org,FALSE
Inez,Brown,f ,Inez.R.Brown@mailinator.com,100 CREE TRL,NOBLESVILLE,IN  ,46060,http://aarp.org,FALSE
Bonnie,Vuong,f ,Bonnie.S.Vuong@mailinator.com,1 BROWNLEIGH RD,WEST HARTFORD,CT  ,6117,http://aarp.org,FALSE
Robert,Olson,m ,Robert.R.Olson@pookmail.com,100 S DANA AVE,PLANADA,CA  ,95365,http://aarp.org,FALSE
Raymond,Robertson,m ,Raymond.J.Robertson@pookmail.com,100 DANIELS DR,LISMAN,AL  ,36301,http://aarp.org,FALSE
Jacqueline,Martone,f ,Jacqueline.F.Martone@pookmail.com,100 MAIN ST,SKWENTNA,AK  ,99667,http://aarp.org,FALSE
Robert,Sasser,m ,Robert.J.Sasser@pookmail.com,1075 WATERBURY RD,CHESHIRE,CT  ,6410,http://aarp.org,FALSE
Terri,Sanderson,f ,Terri.B.Sanderson@dodgit.com,1084 W 250 S,PERU,IN  ,46970,http://aarp.org,FALSE
Sherry,Gaston,f ,Sherry.T.Gaston@mailinator.com,1042 50TH ST NW,MINOT,ND  ,58703,http://aarp.org,FALSE
Bonnie,Vaughn,f ,Bonnie.D.Vaughn@mailinator.com,1053 N MONROE ST,ALBION,MI  ,49224,http://aarp.org,FALSE
Donald,Esparza,m ,Donald.C.Esparza@pookmail.com,1099 N OLIVE ST,SAN ANTONIO,TX  ,78202,http://aarp.org,FALSE
Albert,Lee,m ,Albert.C.Lee@pookmail.com,1014 BROADWAY N APT O,FARGO,ND  ,58102,http://aarp.org,FALSE
Larry,Deskins,m ,Larry.J.Deskins@spambob.com,12059 26TH AVE S,SEATTLE,WA  ,98168,http://aarp.org,FALSE
Stanley,Hernandez,m ,Stanley.J.Hernandez@mailinator.com,10300 ECHO CV,FISHERS,IN  ,46038,http://aarp.org,FALSE
Mary,Haack,f ,Mary.R.Haack@trashymail.com,10440 NE 124TH ST,KIRKLAND,WA  ,98034,http://aarp.org,FALSE
Garrett,Fuentes,m ,Garrett.H.Fuentes@trashymail.com,1041 OVINGTON AVE,BROOKLYN,NY  ,11219,http://abebooks.com,TRUE
Donald,Carney,m ,Donald.E.Carney@pookmail.com,1013 HARRISON ST STE 206,OAKLAND,CA  ,94607,http://abebooks.com,TRUE
Myra,Taylor,f ,Myra.R.Taylor@spambob.com,118 N MAIN ST,TIPTON,IN  ,46072,http://abebooks.com,TRUE
Jay,Armstrong,m ,Jay.L.Armstrong@dodgit.com,10521 PACES AVE APT AI-1111,MATTHEWS,NC  ,28105,http://abebooks.com,TRUE
Irene,Jones,f ,Irene.B.Jones@trashymail.com,10748 E MANNSIDING RD,GLADWIN,MI  ,48624,http://abebooks.com,TRUE
James,Ward,m ,James.J.Ward@mailinator.com,1012 COUNTY ROAD 31 # 1361,MUSCADINE,AL  ,36269,http://abebooks.com,TRUE
Vern,Rossi,m ,Vern.C.Rossi@mailinator.com,10985 STATE ROUTE 812,CROGHAN,NY  ,13327,http://abebooks.com,TRUE
Heather,Reddy,f ,Heather.N.Reddy@trashymail.com,1044 22ND AVE SW,WASHBURN,ND  ,58577,http://abebooks.com,TRUE
Joe,Torres,m ,Joe.M.Torres@trashymail.com,1083 MAIN ST,CONCORD,MA  ,1742,http://abebooks.com,TRUE
Lucy,Shapiro,f ,Lucy.G.Shapiro@spambob.com,1 LAKESIDE CV,CARROLLTON,GA  ,30117,http://abebooks.com,TRUE
Willie,Lazo,m ,Willie.L.Lazo@pookmail.com,100 ANWISI ST,WEST FORK,AR  ,72774,http://abebooks.com,TRUE
Jimmy,Herndon,m ,Jimmy.J.Herndon@mailinator.com,1 CENTER HILL RD,RIVERTON,CT  ,6065,http://abebooks.com,TRUE
Dan,Swain,m ,Dan.B.Swain@mailinator.com,1 BROOKSIDE LN,COVENTRY,CT  ,6238,http://abebooks.com,TRUE
Dewayne,Erickson,m ,Dewayne.B.Erickson@trashymail.com,1 WHEATLAND ST,SALEM,MA  ,1970,http://abebooks.com,TRUE
Sarah,Raymond,f ,Sarah.A.Raymond@pookmail.com,100 CONSTITUTION AVE STE 55,SAINT PAUL,MN  ,55155,http://abebooks.com,TRUE
Thomas,Reed,m ,Thomas.E.Reed@spambob.com,100 LOVELACEVILLE LN,BREWTON,AL  ,36426,http://abebooks.com,TRUE
Robert,Spencer,m ,Robert.C.Spencer@spambob.com,101 SAWGRASS HILL CT,CARY,NC  ,27519,http://abebooks.com,TRUE
Michele,Chicoine,f ,Michele.M.Chicoine@trashymail.com,100 BROOKRIDGE CT,FAYETTEVILLE,GA  ,30215,http://abebooks.com,TRUE
Brandy,Floyd,f ,Brandy.M.Floyd@pookmail.com,1 CLOVER LANE CT,RALPH,AL  ,36101,http://abebooks.com,TRUE
Julia,Welch,f ,Julia.O.Welch@trashymail.com,100 ROSEBURG WAY,NICHOLASVILLE,KY  ,40356,http://abebooks.com,TRUE
Eva,Bull,f ,Eva.L.Bull@pookmail.com,100 CALLE AMERICA,MAYAGUEZ,PR  ,680,http://about.com,FALSE
John,Zimmerman,m ,John.T.Zimmerman@mailinator.com,1 BUTTER CUP DR,GREENVILLE,AL  ,36037,http://about.com,FALSE
Megan,Vick,f ,Megan.C.Vick@pookmail.com,100 MICHAELS CV,EVERGREEN,AL  ,35161,http://about.com,FALSE
Heather,Bilski,f ,Heather.C.Bilski@pookmail.com,1 WINTERGREEN RD,SLOATSBURG,NY  ,10974,http://about.com,FALSE
Chad,Rice,m ,Chad.H.Rice@trashymail.com,100 SIFICT DR,SPARTANBURG,SC  ,29303,http://about.com,FALSE
John,Harris,m ,John.S.Harris@mailinator.com,1 BLACKBURNIAN RD,LINCOLN,MA  ,1773,http://about.com,FALSE
Dale,Brown,m ,Dale.C.Brown@pookmail.com,1000 CHESTER RD,BECKET,MA  ,1223,http://about.com,FALSE
Michele,Hacker,f ,Michele.H.Hacker@pookmail.com,1 COOK RD,CUMBERLAND,RI  ,2864,http://about.com,FALSE
Kimberly,Harvey,f ,Kimberly.N.Harvey@trashymail.com,1 LIVINGSTON LN,LUMBERTON,NJ  ,8048,http://about.com,FALSE
Lawrence,Morton,m ,Lawrence.T.Morton@trashymail.com,100 KINGS RD,STANTON,AL  ,35501,http://about.com,FALSE
William,Montoya,m ,William.V.Montoya@dodgit.com,1 FLORISSANT AVE,FRAMINGHAM,MA  ,1701,http://about.com,FALSE
John,Byrd,m ,John.A.Byrd@pookmail.com,10761 OLD MONROE HWY,POTEAU,OK  ,74953,http://about.com,FALSE
Paul,Penn,m ,Paul.D.Penn@mailinator.com,1009 BELLE VALLEY DR APT 1,BELLEVILLE,IL  ,62220,http://about.com,FALSE
Elizabeth,Mattos,f ,Elizabeth.C.Mattos@mailinator.com,1043 ANDERSON AVE,JOLIET,IL  ,60433,http://about.com,FALSE
Latasha,Buck,f ,Latasha.C.Buck@mailinator.com,10540 HIGHWAY 24,VINA,AL  ,35593,http://about.com,FALSE
Erica,Latour,f ,Erica.M.Latour@dodgit.com,1015 CHESTNUT ST STE 626,PHILADELPHIA,PA  ,19107,http://about.com,FALSE
Ronald,Lind,m ,Ronald.J.Lind@trashymail.com,10310 N 652 RD,MIAMI,OK  ,74354,http://about.com,FALSE
Henry,Underwood,m ,Henry.C.Underwood@mailinator.com,1099A HEADQUARTERS PARK,FENTON,MO  ,63026,http://about.com,FALSE
Lorena,Quintero,f ,Lorena.T.Quintero@trashymail.com,108 ANDERSON SUB CIR,LUCEDALE,MS  ,39452,http://about.com,FALSE
Sandra,Fredericks,f ,Sandra.W.Fredericks@dodgit.com,1037 W MONROE ST,JACKSONVILLE,FL  ,32204,http://about.com,FALSE
Betty,Skinner,f ,Betty.J.Skinner@dodgit.com,101 OWENS RD,FORT MITCHELL,AL  ,36856,http://acer.com,FALSE
Trevor,Allison,m ,Trevor.M.Allison@pookmail.com,10970 S 700 E APT 125,SANDY,UT  ,84070,http://acer.com,FALSE
Gloria,Greenfield,f ,Gloria.J.Greenfield@spambob.com,10400 GREENTREE LN APT 1,LOUISVILLE,KY  ,40272,http://acer.com,FALSE
Luther,Squires,m ,Luther.R.Squires@spambob.com,10816 NE 102ND,ARCHER,FL  ,32618,http://acer.com,FALSE
Emmett,Quinn,m ,Emmett.K.Quinn@dodgit.com,1051 E CARY ST STE 1004,RICHMOND,VA  ,23219,http://acer.com,FALSE
Gloria,Hartmann,f ,Gloria.E.Hartmann@pookmail.com,10110 WESTVIEW DR APT 2601,HOUSTON,TX  ,77043,http://acer.com,FALSE
Robin,Lindsey,f ,Robin.W.Lindsey@pookmail.com,1073 WICKINS DR,HENDERSONVLLE,NC  ,28791,http://acer.com,FALSE
Ed,Reynolds,m ,Ed.K.Reynolds@trashymail.com,105 E CLARKE PL APT 5A,BRONX,NY  ,10452,http://acer.com,FALSE
Mary,Taylor,f ,Mary.J.Taylor@trashymail.com,118 CALLE 5 JARD DE ANASCO,ARECIBO,PR  ,612,http://acer.com,FALSE
Karen,Bruno,f ,Karen.R.Bruno@mailinator.com,1 CAPITOL HL STE 6,PROVIDENCE,RI  ,2908,http://acer.com,FALSE
Edna,Schell,f ,Edna.F.Schell@pookmail.com,101 QUARRY RD,BECKET,MA  ,1223,http://acer.com,FALSE
Robert,Martinez,m ,Robert.A.Martinez@mailinator.com,100 RED RUN HEIGHTS RD,OAKLAND,MD  ,21550,http://acer.com,FALSE
John,Durand,m ,John.E.Durand@mailinator.com,1 CHILDRENS PL,SAINT LOUIS,MO  ,63110,http://acer.com,FALSE
Deborah,Guidry,f ,Deborah.A.Guidry@dodgit.com,100 BERGEN BLVD APT 14,FAIRVIEW,NJ  ,7022,http://acer.com,FALSE
