fname,lname,sex,email,address,city,state,zip code,how did you hear about us?,preferred user
Lorenzo,Newell,m ,Lorenzo.C.Newell@spambob.com,10932 HIGHWAY 32,ADAMS,KY  ,41201,http://cars.com,FALSE
Alejandro,Jean,m ,Alejandro.N.Jean@pookmail.com,1010 AVE LUIS VIGOREAUX APT 5,GUAYNABO,PR  ,966,http://kbb.com,FALSE
Sonja,Felix,f ,Sonja.J.Felix@pookmail.com,1052 MOUNT ZION CHURCH RD,MURRAYVILLE,GA  ,30564,http://utexas.edu,FALSE
David,Lynch,m ,David.S.Lynch@trashymail.com,111 S MUNN AVE APT 9E,EAST ORANGE,NJ  ,7018,http://real.com,FALSE
Eugenia,Shaw,f ,Eugenia.C.Shaw@pookmail.com,114 COLES ST # 781 # 2609,JERSEY CITY,NJ  ,7302,http://tagged.com,TRUE
Dorothy,Malpass,f ,Dorothy.C.Malpass@trashymail.com,1099 SALEM RD,UNION,NJ  ,7083,http://columbia.edu,FALSE
Laura,Rubin,f ,Laura.S.Rubin@mailinator.com,118 FOUNTAIN ST,CRAFTON,PA  ,15205,http://2shared.com,FALSE
Wayne,Peguero,m ,Wayne.J.Peguero@spambob.com,1204 WEST AVE APT A,AUSTIN,TX  ,78701,http://state.gov,TRUE
Timothy,Freeze,m ,Timothy.S.Freeze@spambob.com,1 LAKEVIEW DR,EAST WAREHAM,MA  ,2538,http://caringbridge.org,TRUE
Forrest,Merkle,m ,Forrest.M.Merkle@pookmail.com,10 LAKE VIEW DR,ANDOVIR,NJ  ,7821,http://depositfiles.com,TRUE
Lillian,Lindstrom,f ,Lillian.M.Lindstrom@trashymail.com,10 STONYBROOK RD,WESTPORT,CT  ,6880,http://hotwire.com,TRUE
Anthony,Edwards,m ,Anthony.J.Edwards@dodgit.com,1 CALLE 2,ARECIBO,PR  ,612,http://nytimes.com,TRUE
Jimmy,Wagner,m ,Jimmy.L.Wagner@trashymail.com,0J EAST HWY,BROOKSIDE,AL  ,35036,http://filehippo.com,TRUE
Megan,Scott,f ,Megan.P.Scott@mailinator.com,1 WASHINGTON SQUARE VLG PH B,NEW YORK,NY  ,10012,http://biblegateway.com,FALSE
Deborah,Davis,f ,Deborah.D.Davis@spambob.com,10 BENTON AVE E STE 6,ALBIA,IA  ,52531,http://goodreads.com,FALSE
Edwin,Bennett,m ,Edwin.L.Bennett@trashymail.com,1 CALLE PABLO LOPEZ,VEGA BAJA,PR  ,693,http://sidereel.com,FALSE
Anna,Erickson,f ,Anna.R.Erickson@dodgit.com,1 GENESEE ST STE 5,NEW HARTFORD,NY  ,13413,http://slideshare.net,TRUE
Almeta,Parker,f ,Almeta.W.Parker@trashymail.com,1 BURNT MOUNTAIN COVE RD,JASPER,GA  ,30143,http://cnn.com,TRUE
Jamie,Sanchez,m ,Jamie.R.Sanchez@pookmail.com,1 PROVIDENCE HWY,WESTWOOD,MA  ,2090,http://wiktionary.org,FALSE
Joshua,Morris,m ,Joshua.M.Morris@trashymail.com,1 HERJAC DR,ELIZABETHTOWN,KY  ,42701,http://imagevenue.com,FALSE
Elise,Knowlton,f ,Elise.J.Knowlton@dodgit.com,100 N BROADWAY AVE STE 3020,OKLAHOMA CITY,OK  ,73102,http://newsmax.com,TRUE
Dianne,Rodriguez,f ,Dianne.C.Rodriguez@mailinator.com,1 TIMBERMILL RD,SANDY HOOK,CT  ,6482,http://wayfair.com,TRUE
Nancy,Wright,f ,Nancy.M.Wright@spambob.com,1000 AVENUE V,SCOTTSBLUFF,NE  ,69361,http://state.gov,TRUE
George,Braxton,m ,George.L.Braxton@dodgit.com,1 BAILEY HILL RD,NEW SHARON,ME  ,4955,http://zap2it.com,FALSE
Beverly,Gibson,f ,Beverly.R.Gibson@dodgit.com,1 MARSHALL ST,METHUEN,MA  ,1844,http://sony.com,FALSE
Stephanie,Petersen,f ,Stephanie.A.Petersen@dodgit.com,100 LAKE TILLERY DR,CARY,NC  ,27519,http://hp.com,FALSE
Kelly,Banks,f ,Kelly.F.Banks@trashymail.com,100 S MAIN ST STE 103,PALMYRA,MO  ,63461,http://columbia.edu,FALSE
Cody,Wong,m ,Cody.T.Wong@trashymail.com,100 BAKER CREEK RAMP RD,MC CORMICK,SC  ,29835,http://prweb.com,TRUE
James,Pugh,m ,James.J.Pugh@trashymail.com,100 HORSESHOE BEND DR,ELDRIDGE,AL  ,36361,http://hubpages.com,FALSE
Arturo,Olson,m ,Arturo.E.Olson@mailinator.com,1008 50TH AVE,W DES MOINES,IA  ,50061,http://filehippo.com,TRUE
Shirley,Hosler,f ,Shirley.J.Hosler@spambob.com,10310 7TH REGIMENT DR APT AK-101,MANASSAS,VA  ,20110,http://cnn.com,TRUE
Richard,Casey,m ,Richard.N.Casey@spambob.com,1047 HOUSEMAN AVE NE,GRAND RAPIDS,MI  ,49503,http://depositfiles.com,TRUE
Angela,Shively,f ,Angela.R.Shively@pookmail.com,1022 US 27,CLEWISTON,FL  ,33440,http://wiktionary.org,FALSE
Gary,Garcia,m ,Gary.S.Garcia@pookmail.com,108 CHURCH ST,KINGSTON,PA  ,18704,http://hp.com,FALSE
Betty,Castro,f ,Betty.T.Castro@trashymail.com,10359 FM 1886,AZLE,TX  ,76020,http://sony.com,FALSE
Chris,Llewellyn,m ,Chris.V.Llewellyn@pookmail.com,10158 DAYTON AVE N,SEATTLE,WA  ,98133,http://slideshare.net,TRUE
James,Newsome,m ,James.K.Newsome@mailinator.com,1050 NE FRONTAGE RD STE A,JOLIET,IL  ,60431,http://prweb.com,TRUE
Gerald,Powell,m ,Gerald.E.Powell@trashymail.com,1081 COUNTY ROUTE 55 PMB 15826,NORTH LAWRENCE,NY  ,12967,http://hotwire.com,TRUE
Melvin,Carlson,m ,Melvin.K.Carlson@dodgit.com,102 CALLE 9 URB MONTE CARLO,ISABELA,PR  ,662,http://imagevenue.com,FALSE
Jesus,Madden,m ,Jesus.V.Madden@mailinator.com,10702 OAK HAVEN CIR,TYLER,TX  ,75706,http://hubpages.com,FALSE
Daniel,Robinson,m ,Daniel.L.Robinson@trashymail.com,10411 SHADOW RIDGE LN APT 101,LOUISVILLE,KY  ,40241,http://caringbridge.org,TRUE
Jason,Davis,m ,Jason.V.Davis@mailinator.com,101 DUCKS LN,FOREST HOME,AL  ,35151,http://zap2it.com,FALSE
Louise,Hull,f ,Louise.L.Hull@mailinator.com,105 E MOJAVE BLVD,EDWARDS,CA  ,93524,http://wayfair.com,TRUE
Selena,Lee,f ,Selena.A.Lee@mailinator.com,10581 85TH AVE SE,PORTAL,ND  ,58772,http://goodreads.com,FALSE
Jose,Miller,m ,Jose.S.Miller@spambob.com,104 SUMMERVILLE RD LOT 802,BOAZ,AL  ,35957,http://biblegateway.com,FALSE
Benjamin,Samaniego,m ,Benjamin.M.Samaniego@dodgit.com,10005 55TH AVE S,SEATTLE,WA  ,98178,http://nytimes.com,TRUE
Ivan,Marrow,m ,Ivan.C.Marrow@mailinator.com,101 MAHOGANY RD,LYNX,OH  ,45650,http://sidereel.com,FALSE
Margaret,Wilson,f ,Margaret.H.Wilson@trashymail.com,10904 POPLAR ST NE,ST PETERSBURG,FL  ,33716,http://newsmax.com,TRUE
James,Blanton,m ,James.F.Blanton@dodgit.com,100 COBB ST,WOODVILLE,AL  ,35776,http://2shared.com,FALSE
Selena,Harris,f ,Selena.J.Harris@trashymail.com,104 WOODLAWN AVE,JOLIET,IL  ,60435,http://winzip.com,FALSE
Kathy,Thompson,f ,Kathy.E.Thompson@dodgit.com,1009 RICHEY ST APT 329,PASADENA,TX  ,77506,http://deviantart.com,FALSE
Susan,Geib,f ,Susan.S.Geib@spambob.com,1027 S CLIFTON ST,FULTON,MS  ,38843,http://snagajob.com,FALSE
June,Stratton,f ,June.A.Stratton@mailinator.com,10610 CENTRAL AVE APT 3A,CHICAGO RIDGE,IL  ,60415,http://blackberry.com,FALSE
Edward,Godfrey,m ,Edward.B.Godfrey@pookmail.com,1018 S PECAN ST APT AE-202,ARLINGTON,TX  ,76010,http://webcrawler.com,TRUE
Marie,Gentile,f ,Marie.D.Gentile@spambob.com,10114 SUMMIT PARK PL APT 301,LOUISVILLE,KY  ,40241,http://searchcompletion.com,FALSE
Ramona,Muse,f ,Ramona.B.Muse@dodgit.com,101 JOHNS RD,FRANKLIN,AL  ,36444,http://cbs.com,TRUE
Connie,Hayes,f ,Connie.J.Hayes@pookmail.com,11 E FLEITH ST,HINSDALE,IL  ,60521,http://businessinsider.com,FALSE
Matthew,Waldrep,m ,Matthew.E.Waldrep@trashymail.com,10551 51ST TER N,SAINT PETERSBURG,FL  ,33708,http://pch.com,TRUE
Mellissa,Rhodes,f ,Mellissa.B.Rhodes@dodgit.com,1006 102ND AVE,OAKLAND,CA  ,94603,http://mylife.com,TRUE
Jeanette,Gregory,f ,Jeanette.F.Gregory@trashymail.com,1014 CENTRE AVE,READING,PA  ,19601,http://sky.com,FALSE
Doris,Boese,f ,Doris.R.Boese@mailinator.com,107 1ST ST,BEASLEY,TX  ,77417,http://pbskids.org,FALSE
Robert,Bryant,m ,Robert.G.Bryant@trashymail.com,101 BEL AIRE DR,DOTHAN,AL  ,36303,http://wunderground.com,FALSE
Gail,Horn,f ,Gail.C.Horn@trashymail.com,10875 CALIFORNIA # 13561,BRIDGMAN,MI  ,49106,http://city-data.com,FALSE
Alice,Strauss,f ,Alice.C.Strauss@dodgit.com,104 BROOKWOOD DR,ROCKY HILL,CT  ,6067,http://pogo.com,TRUE
Karen,Fullmer,f ,Karen.D.Fullmer@mailinator.com,101 CALLE REMO,ISABELA,PR  ,662,http://microsofttranslator.com,TRUE
Beverly,Smith,f ,Beverly.F.Smith@spambob.com,103 E LONGMEADOW RD,HAMPDEN,MA  ,1036,http://hostgator.com,TRUE
Lana,Coates,f ,Lana.D.Coates@dodgit.com,1097 S 700 W,WABASH,IN  ,46992,http://peoplefinders.com,TRUE
Courtney,Horton,f ,Courtney.J.Horton@mailinator.com,1083 HILLSIDE CT,MOBILE,AL  ,36695,http://bitly.com,TRUE
William,Johnson,m ,William.M.Johnson@mailinator.com,1076 N GENESEE AVE,WEST HOLLYWOOD,CA  ,90046,http://ask.com,TRUE
Nathanael,Prosser,m ,Nathanael.J.Prosser@spambob.com,101 FEED & HARDWARE,RIO DELL,CA  ,95562,http://superuser.com,TRUE
Joshua,Geise,m ,Joshua.M.Geise@spambob.com,114 PRESIDIO CT APT 224,HOFFMAN EST,IL  ,60195,http://mylife.com,TRUE
Kevin,Dillard,m ,Kevin.P.Dillard@spambob.com,1178 S 19TH ST,ARTESIA,NM  ,88210,http://mcafee.com,FALSE
Leona,Burkhart,f ,Leona.E.Burkhart@trashymail.com,1 CUB RUN HOLLOW RD,CUB RUN,KY  ,42729,http://wunderground.com,FALSE
Patricia,Wood,f ,Patricia.C.Wood@pookmail.com,1000 SOUTH LOOP W STE 125,HOUSTON,TX  ,77054,http://city-data.com,FALSE
Jennifer,Cedeno,f ,Jennifer.D.Cedeno@pookmail.com,1 AMBASSADOR WAY,SAINT HELENA ISLAND,SC  ,29920,http://microsofttranslator.com,TRUE
Jeremy,Blue,m ,Jeremy.C.Blue@dodgit.com,1 SPRINGSTEEN CT,STONY POINT,NY  ,10980,http://blackberry.com,FALSE
Christine,Bailey,f ,Christine.E.Bailey@spambob.com,1 OAK DR,FAYETTE,AL  ,35555,http://snagajob.com,FALSE
Mario,Whitman,m ,Mario.L.Whitman@pookmail.com,1 WOODRIDGE LN,AMESBURY,MA  ,1913,http://pch.com,TRUE
Robert,Santiago,m ,Robert.M.Santiago@pookmail.com,100 QUAIL RUN APT 813,FLORENCE,AL  ,35630,http://peoplefinders.com,TRUE
Robert,Hawkins,m ,Robert.C.Hawkins@pookmail.com,1 KING RD,CHICHESTER,NH  ,3258,http://winzip.com,FALSE
Veronica,Ewing,f ,Veronica.S.Ewing@spambob.com,100 WARREN ST APT 316,JERSEY CITY,NJ  ,7302,http://mcafee.com,FALSE
Robert,Nye,m ,Robert.M.Nye@pookmail.com,1 BLACKWELL RD,COLLINSVILLE,AL  ,35961,http://deviantart.com,FALSE
Francis,Mays,m ,Francis.S.Mays@dodgit.com,1 JEFFERSON ST,BRIDGEPORT,CT  ,6607,http://webcrawler.com,TRUE
Elisha,Christie,f ,Elisha.P.Christie@spambob.com,100 MEADOW VIEW LN,TALLADEGA,AL  ,35160,http://ask.com,TRUE
Christine,Adams,f ,Christine.B.Adams@mailinator.com,1 PINE GARDEN WAY DR,SALEM,SC  ,29676,http://hostgator.com,TRUE
Jerry,Henley,m ,Jerry.C.Henley@pookmail.com,1 S POTUDI ST,ELIZABETHVILLE,PA  ,17023,http://pbskids.org,FALSE
Michael,Li,m ,Michael.C.Li@trashymail.com,100 ANTHONY DR,SAINT HENRY,OH  ,45883,http://bitly.com,TRUE
Thomas,Cisco,m ,Thomas.K.Cisco@dodgit.com,1 CALLE FRANCISCO M QUINONES,MAYAGUEZ,PR  ,682,http://superuser.com,TRUE
Anthony,Dobbins,m ,Anthony.C.Dobbins@mailinator.com,1 BRIMSTONE LN,SUDBURY,MA  ,1776,http://searchcompletion.com,FALSE
Roy,Ruis,m ,Roy.L.Ruis@dodgit.com,1 LONG LOTS RD,WESTPORT,CT  ,6880,http://cbs.com,TRUE
Judith,Cornett,f ,Judith.D.Cornett@mailinator.com,100 FLOWERS LN,DOTHAN,AL  ,36303,http://businessinsider.com,FALSE
Jon,Seaman,m ,Jon.J.Seaman@pookmail.com,1 VICTORY RD,LYNN,MA  ,1902,http://pogo.com,TRUE
Joyce,Johnson,f ,Joyce.P.Johnson@mailinator.com,1 FELSMERE AVE,SAUGUS,MA  ,1906,http://sky.com,FALSE
Alvin,Barrientos,m ,Alvin.R.Barrientos@dodgit.com,0J EAST HWY,WALNUT GROVE,AL  ,35990,http://walgreens.com,TRUE
Elodia,Barber,f ,Elodia.B.Barber@trashymail.com,1 RAILROAD AVE,ALTON,NH  ,3810,http://food.com,FALSE
Jack,Christie,m ,Jack.S.Christie@trashymail.com,1 WATERSIDE DR,GUILFORD,CT  ,6437,http://imageshack.us,FALSE
Ellen,Hernandez,f ,Ellen.T.Hernandez@mailinator.com,100 HUNTERS LN,LEEDS,AL  ,35653,http://livestrong.com,FALSE
Thomas,Stubbs,m ,Thomas.D.Stubbs@mailinator.com,1 MASSACHUSETTS AVE NW STE 300,WASHINGTON,DC  ,20444,http://dhgate.com,FALSE
Sara,Halsey,f ,Sara.G.Halsey@trashymail.com,100 N OAKS DR,WARRIOR,AL  ,35180,http://made-in-china.com,TRUE
Marian,Alonso,f ,Marian.T.Alonso@mailinator.com,10 W STATE ST STE 106,GENEVA,IL  ,60134,http://wikimapia.org,TRUE
Marilyn,Mcmeans,f ,Marilyn.S.Mcmeans@pookmail.com,1 CALLE 3 BO CALZADA,YAUCO,PR  ,698,http://mlb.com,TRUE
Randy,Mccall,m ,Randy.L.Mccall@trashymail.com,100 CALLE C ALT DE TORRECILLAS,ARECIBO,PR  ,612,http://vimeo.com,FALSE
Christine,Smith,f ,Christine.D.Smith@pookmail.com,10 MARION ST,WEST HAVEN,CT  ,6516,http://justdial.com,TRUE
Lillie,Greeley,f ,Lillie.H.Greeley@pookmail.com,1 BANKS CT,SWAMPSCOTT,MA  ,1907,http://roblox.com,FALSE
Jacqueline,Brooks,f ,Jacqueline.J.Brooks@pookmail.com,10 CALLE 16,ARECIBO,PR  ,612,http://ikea.com,FALSE
Paula,Jeffers,f ,Paula.D.Jeffers@mailinator.com,1 GLENDALE AVE,ATHOL,MA  ,1331,http://mapquest.com,TRUE
Sandra,Peters,f ,Sandra.R.Peters@mailinator.com,1 LAUREL HILL DR,LEVERETT,MA  ,1054,http://loc.gov,TRUE
Joyce,Dean,f ,Joyce.M.Dean@trashymail.com,1 HICKORY HILL RD,WETUMPKA,AL  ,36092,http://blog.com,FALSE
Kelly,Flores,m ,Kelly.A.Flores@mailinator.com,1 WESTBURG PL,PALM COAST,FL  ,32164,http://llbean.com,TRUE
Anne,Valadez,f ,Anne.D.Valadez@dodgit.com,1 CALLE PRINCIPAL APT 49,TRUJILLO ALTO,PR  ,976,http://ning.com,FALSE
Marguerite,Day,f ,Marguerite.R.Day@pookmail.com,100 BANNA ST,JOANNA,SC  ,29351,http://askmefast.com,TRUE
Mary,Edgar,f ,Mary.S.Edgar@mailinator.com,1 CALLE 1,YAUCO,PR  ,698,http://walmart.com,TRUE
Richard,Bonilla,m ,Richard.R.Bonilla@dodgit.com,100 SARATOGA VILLAGE BLVD STE 37H,BALLSTON SPA,NY  ,12020,http://twitter.com,FALSE
Hope,Otoole,f ,Hope.T.Otoole@dodgit.com,1059 SUMNER ST,PAMPA,TX  ,79065,http://ikea.com,FALSE
James,Beesley,m ,James.A.Beesley@dodgit.com,105 MAC CT,GRAY,LA  ,70359,http://llbean.com,TRUE
James,Coffey,m ,James.K.Coffey@spambob.com,10225 WORTHAM BLVD APT 14205,HOUSTON,TX  ,77065,http://food.com,FALSE
Kimberly,Mckenzie,f ,Kimberly.G.Mckenzie@spambob.com,10630 DOWNEY AVE STE 200,DOWNEY,CA  ,90241,http://imageshack.us,FALSE
Paul,Ross,m ,Paul.B.Ross@dodgit.com,100 CONIFER HILL DR STE 512,DANVERS,MA  ,1923,http://bizjournals.com,FALSE
Robert,Maloney,m ,Robert.P.Maloney@spambob.com,1071 MITCHELL AVE,NORTH LITTLE ROCK,AR  ,72117,http://livestrong.com,FALSE
Danita,Lewis,f ,Danita.J.Lewis@dodgit.com,10500 MONTERAY PLACE CIR APT 6,LOUISVILLE,KY  ,40272,http://askmefast.com,TRUE
Ernest,Green,m ,Ernest.T.Green@pookmail.com,1042 CARROUSEL DR E,REYNOLDSBURG,OH  ,43068,http://loc.gov,TRUE
Willard,Archibald,m ,Willard.K.Archibald@mailinator.com,1091 N COMMERCE TER,LECANTO,FL  ,34461,http://made-in-china.com,TRUE
Clifford,Diaz,m ,Clifford.A.Diaz@dodgit.com,1032 S DAVIS DR,PANTEGO,TX  ,76013,http://walmart.com,TRUE
Lillian,Miller,f ,Lillian.M.Miller@spambob.com,10364 TEMPERANCE ST SW,HUNTSVILLE,AL  ,35803,http://dhgate.com,FALSE
Irvin,Baird,m ,Irvin.R.Baird@trashymail.com,1016 N DIERS AVE STE 118,GRAND ISLAND,NE  ,68803,http://mapquest.com,TRUE
Barbara,Friedland,f ,Barbara.L.Friedland@pookmail.com,108 E HARVESTER AVE,PAMPA,TX  ,79065,http://vimeo.com,FALSE
Allen,Steele,m ,Allen.C.Steele@dodgit.com,102 CIRCLE DR UNIT 1143,RAINSVILLE,AL  ,35986,http://blog.com,FALSE
Heather,Selden,f ,Heather.B.Selden@spambob.com,1001 22ND ST NW,WASHINGTON,DC  ,20037,http://mlb.com,TRUE
Timothy,Stevens,m ,Timothy.C.Stevens@mailinator.com,1001 WEST LOOP S STE 808,HOUSTON,TX  ,77027,http://alexa.com,TRUE
Elizabeth,Nicoll,f ,Elizabeth.D.Nicoll@mailinator.com,101 W 40TH AVE,SAN MATEO,CA  ,94403,http://walgreens.com,TRUE
Robert,Miller,m ,Robert.H.Miller@mailinator.com,1001 SANDY SWAMP TRACE PKWY PMB 10041,HUNTSVILLE,AL  ,35801,http://roblox.com,FALSE
Debra,Silver,f ,Debra.J.Silver@dodgit.com,10474 OAK ST NE,ST PETERSBURG,FL  ,33716,http://justdial.com,TRUE
Allison,Anderson,f ,Allison.S.Anderson@dodgit.com,101 MCDANIELS DR,GUNTERSVILLE,AL  ,35976,http://ning.com,FALSE
Jesus,Rolston,m ,Jesus.K.Rolston@pookmail.com,107 COUNTY ROAD 2740,BARTLESVILLE,OK  ,74003,http://wikimapia.org,TRUE
Nicholas,Garrison,m ,Nicholas.K.Garrison@spambob.com,1205 N CHURCH ST APT 100,MOORESTOWN,NJ  ,8057,http://alexa.com,TRUE
Shea,Kier,f ,Shea.R.Kier@trashymail.com,118 N FLORENE ST,FAYETTEVILLE,AR  ,72704,http://bizjournals.com,FALSE
Jeffrey,Jamison,m ,Jeffrey.L.Jamison@pookmail.com,10993 COUNTY ROAD 2126,FLUVANNA,TX  ,79517,http://twitter.com,FALSE
Donna,Garrison,f ,Donna.S.Garrison@mailinator.com,114 MAIN ST STE 1,OLYPHANT,PA  ,18447,http://networksolutions.com,FALSE
William,Williams,m ,William.A.Williams@mailinator.com,1178 BONNIE VIEW RD,WILMINGTON,NY  ,12997,http://mayoclinic.com,TRUE
Sabrina,Cook,f ,Sabrina.D.Cook@pookmail.com,100 W SWORDFISH WAY,LAVALLETTE,NJ  ,8735,http://mayoclinic.com,TRUE
Frieda,Phillips,f ,Frieda.R.Phillips@pookmail.com,1 BLACKBERRY LN,SHELTON,CT  ,6484,http://cnn.com,TRUE
William,Twitty,m ,William.W.Twitty@pookmail.com,100 PONHER CT,CURWENSVILLE,PA  ,16833,http://clubpenguin.com,FALSE
Helen,Wright,f ,Helen.H.Wright@pookmail.com,1 VALLEYVIEW DR,LEITCHFIELD,KY  ,42754,http://hubpages.com,FALSE
Arthur,Long,m ,Arthur.Y.Long@trashymail.com,1 ELLIOT ST,NEWTON HIGHLANDS,MA  ,2461,http://biblegateway.com,FALSE
Mary,Curtis,f ,Mary.W.Curtis@pookmail.com,1 CHAMBERLAIN RD,LIMERICK,ME  ,4048,http://caringbridge.org,TRUE
Sara,Lewis,f ,Sara.L.Lewis@mailinator.com,1 MUNICIPAL PLZ STE 1,ASBURY PARK,NJ  ,7712,http://prweb.com,TRUE
Adrian,Green,m ,Adrian.L.Green@spambob.com,1 WOODFIELD XING,ROCKY HILL,CT  ,6067,http://hp.com,FALSE
Stanley,Negron,m ,Stanley.E.Negron@dodgit.com,1 RYCLEY PL,COTTAGEVILLE,SC  ,29435,http://hotwire.com,TRUE
Tom,Scott,m ,Tom.T.Scott@pookmail.com,100 ANDREWS RD,DANVILLE,AL  ,35619,http://2shared.com,FALSE
Linda,Norris,f ,Linda.J.Norris@mailinator.com,1 JAMESTOWN CT,MIDDLETOWN,NJ  ,7748,http://wiktionary.org,FALSE
Nadine,Jenkins,f ,Nadine.C.Jenkins@pookmail.com,100 MAPLEDALE LN,ATLANTA,GA  ,30349,http://columbia.edu,FALSE
Jesus,Wehner,f ,Jesus.T.Wehner@spambob.com,100 FAIRMEADOW TRL,HOT SPRINGS VILLAGE,AR  ,71909,http://state.gov,TRUE
